[TABLES]
## GDC_METADATA.REL16_FILEDATA_LEGACY
center_name: TEXT | Center name, eg BCM, BI, WUGSC
downstream_analyses__workflow_type: TEXT | Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)
file_gdc_id: TEXT | Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba4
analysis_workflow_link: TEXT | Link to GDC workflow on github
program_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000178
archive_revision: NUMBER | Archive revision number
associated_entities__entity_submitter_id: TEXT | Submitter id for associated entity(ies)
created_datetime: TEXT | Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:10

## GDC_METADATA.REL17_CASEDATA
program_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000178
program_name: TEXT | Program name, eg TCGA or TARGET
project_name: TEXT | Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc
project_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000187
case_gdc_id: TEXT | GDC unique identifier
project_id: TEXT | ID of the Project -- e.g. TCGA-BRCA, TARGET-AML, etc
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc
legacy_file_count: NUMBER | Total number of files for this case in the GDC legacy archive
active_file_count: NUMBER | Total number of files for this case in the active (default) GDC archive
project_disease_type: TEXT | The type of disease studied by the project; e.g. Sarcoma,  Breast Invasive Carcinoma,Acute Lymphoblastic Leukemia, etc

## GDC_METADATA.REL22_ALIQUOT2CASEIDMAP
analyte_barcode: TEXT | Original/submitter analyte ID
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc
sample_is_ffpe: TEXT | Whether a smaple is FFPE, either  False,  None ,  True, or null
sample_type_name: TEXT | The longer name of the sample type; eg. Primary Tumor, Recurrent Tumor, etc.
sample_barcode: TEXT | Original/submitter sample ID
sample_preservation_method: TEXT | Sample Preservation Method, usually null or  FFPE, also Snap Frozen or Frozen
project_id: TEXT | ID of the Project -- e.g. TCGA-BRCA, TARGET-AML, etc.
analyte_gdc_id: TEXT | Analyte GDC ID
portion_barcode: TEXT | Original/submitter portion ID
aliquot_gdc_id: TEXT | Unique GDC identifier for this aliquot (corresponds to the aliquot_barcode), eg 7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844  --  this can be used to access more information from the GDC data portal
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01
program_name: TEXT | Program name, eg TCGA or TARGET
sample_type: TEXT | Two-digit sample_type code which forms part of the sample barcode eg. 01,11,06, etc.
portion_gdc_id: TEXT | Portion GDC ID
case_gdc_id: TEXT | GDC unique identifier

## GDC_METADATA.GDC_SYNC_ACTIVE_20190104
deletereason: TEXT | Reason for removal from the GDC
project_id: TEXT | Id of the Project -- e.g. eg TCGA-BRCA, TARGET-AML, etc
size: NUMBER | File size
md5: TEXT | 128-bit hash value expressed as a 32 digit hexadecimal number (in lower case) used as a file's digital fingerprint
release: FLOAT | Associated GDC Release Number
url: TEXT | AWS file location
file_name: TEXT | Name of file at the GDC
acl: TEXT | Access Control List -- if access is controlled, this field contains the dbGaP accession, eg phs000179
id: TEXT | File UUID
state: TEXT | File state -- either submitted or released
version: TEXT | Data version
baseid: TEXT | UUID that all versions of the data (in other words, all GUIDs) point to
type: TEXT | Description of the data, eg. clinical_supplement, aligned_reads

## GDC_METADATA.REL19_FILEDATA_LEGACY
md5sum: TEXT | Md5sum for GDC data file
index_file_name: TEXT | Where available, GDC file name for index file
acl: TEXT | Access Control List -- if access is controlled, this field contains the dbGaP accession, eg phs000179
case_gdc_id: TEXT | GDC unique identifier
center_code: TEXT | TCGA codes for the Professional Organization or Group (Center) which has submitted the data, more info: https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/center-codes
metadata_file_id: TEXT | GDC file UUID for metadata (eg mage-tab) file
index_file_gdc_id: TEXT | Where available, GDC file uuid for index file
data_type: TEXT | Experimental source of the data type, eg Tissue slide image, RNA-Seq
data_format: TEXT | File format of the underlying data, eg BCR XML, BAM
associated_entities__entity_submitter_id: TEXT | Submitter id for associated entity(ies)
file_type: TEXT | File Type  -- eg aligned_reads, simple_somatic_mutation, gene_expression, etc
project_name: TEXT | Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc
archive_submitter_id: TEXT | Original archive sumbitter name, eg  nationwidechildrens.org_BRCA.bio.Level_1.56
file_size: NUMBER | The size of the file measured in bytes
created_datetime: TEXT | Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:11
file_id: TEXT | GDC file identifier. This is a duplicate of file_gdc_id field found in some tables.
center_name: TEXT | Center name, eg BCM, BI, WUGSC
access: TEXT | Data accessibility policy (open or controlled)
program_name: TEXT | Program name, eg TCGA or TARGET
experimental_strategy: TEXT | Experimental strategy used to generate data (where applicable) e.g. WXS, RNA-Seq
associated_entities__case_gdc_id: TEXT | GDC case uuid for associated case(s)
archive_revision: NUMBER | Archive revision number
data_category: TEXT | Category description of the underlying data, eg Clinical, Raw Sequencing Data, Simple Nucleotide Variation, Transcriptome Profiling  , etc
associated_entities__entity_gdc_id: TEXT | GDC entity uuid for associated entity(ies)
project_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000189
file_tags: TEXT | Semicolon-delimited list of file tags, eg  coverage  , or  hg19;nocnv  , etc
platform: TEXT | Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.11
file_submitter_id: TEXT | Original submitter file ID (eg CGHub analysis_id)
center_type: TEXT | One of CGC, GSC, BCR, COM (or null)
metadata_file_size: TEXT | Size of metadata file
file_state: TEXT | File state -- either live or submitted
archive_gdc_id: TEXT | GDC archive UUID
file_gdc_id: TEXT | Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba5
archive_state: TEXT | Archive state
updated_datetime: TEXT | Timestamp of latest update, eg 2017-03-04T16:37:26.081298-06:00
project_disease_type: TEXT | The type of disease studied by the project; e.g. Sarcoma,  Breast Invasive Carcinoma,Acute Lymphoblastic Leukemia, etc
associated_entities__entity_type: TEXT | Associated entity type, eg   aliquot   or   case
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.
metadata_file_type: TEXT | Type of metadata file, eg mage-tab
file_name: TEXT | Name of file at the GDC
dbName: TEXT | Referring to the default/main database at the GDC. In this table, this field is always legacy.
center_short_name: TEXT | Center abbreviation, eg WUSM
index_file_size: NUMBER | Where available, size of the index file in bytes
metadata_file_name: TEXT | Name of GDC metadata file
program_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000178

## GDC_METADATA.REL15_ALIQUOT2CASEIDMAP
portion_barcode: TEXT | Original/submitter portion ID
sample_barcode: TEXT | Original/submitter sample ID
analyte_gdc_id: TEXT | Original/submitter analyte ID
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc
case_gdc_id: TEXT | GDC unique identifier
aliquot_gdc_id: TEXT | Unique GDC identifier for this aliquot (corresponds to the aliquot_barcode), eg 7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844  --  this can be used to access more information from the GDC data portal
analyte_barcode: TEXT | Original/submitter analyte ID
portion_gdc_id: TEXT | Original/submitter portion ID
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
program_name: TEXT | Program name, eg TCGA or TARGET
project_id: TEXT | ID of the Project -- e.g. TCGA-BRCA, TARGET-AML, etc
sample_type_name: TEXT | The longer name of the sample type; eg. Primary Tumor, Recurrent Tumor, etc.
sample_type: TEXT | Two-digit sample_type code which forms part of the sample barcode eg. 01,11,06, etc.
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01

## GDC_METADATA.REL24_GDCFILEID_TO_GCSURL
file_gdc_id: TEXT | Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba1
file_gdc_url: TEXT | GDC file location

## GDC_METADATA.GDC_SYNC_LEGACY_20190104
state: TEXT | File state -- either submitted or released
md5: TEXT | 128-bit hash value expressed as a 32 digit hexadecimal number (in lower case) used as a file's digital fingerprint
id: TEXT | File UUID
acl: TEXT | Access Control List -- if access is controlled, this field contains the dbGaP accession, eg phs000179
baseid: TEXT | UUID that all versions of the data (in other words, all GUIDs) point to
file_name: TEXT | Name of file at the GDC
project_id: TEXT | Id of the Project -- e.g. eg TCGA-BRCA, TARGET-AML, etc
version: TEXT | Data version
release: FLOAT | Associated GDC Release Number
type: TEXT | Description of the data, eg. clinical_supplement, aligned_reads
deletereason: TEXT | Reason for removal from the GDC
url: TEXT | AWS file location
size: NUMBER | File size

## GDC_METADATA.REL14_ALIQUOT2CASEIDMAP
aliquot_gdc_id: TEXT | Unique GDC identifier for this aliquot (corresponds to the aliquot_barcode), eg 7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844  --  this can be used to access more information from the GDC data portal
sample_barcode: TEXT | Original/submitter sample ID
portion_gdc_id: TEXT | Original/submitter portion ID
sample_type_name: TEXT | The longer name of the sample type; eg. Primary Tumor, Recurrent Tumor, etc.
analyte_barcode: TEXT | Original/submitter analyte ID
project_id: TEXT | ID of the Project -- e.g. TCGA-BRCA, TARGET-AML, etc.
analyte_gdc_id: TEXT | Original/submitter analyte ID
program_name: TEXT | Program name, eg TCGA or TARGET
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
case_gdc_id: TEXT | GDC unique identifier
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc
sample_type: TEXT | Two-digit sample_type code which forms part of the sample barcode eg. 01,11,06, etc.
portion_barcode: TEXT | Original/submitter portion ID
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01

## GDC_METADATA.REL21_FILEDATA_ACTIVE
project_disease_type: TEXT | The type of disease studied by the project; eg. Sarcoma,  Breast Invasive Carcinoma,Acute Lymphoblastic Leukemia, etc
index_file_gdc_id: TEXT | Where available, GDC file uuid for index file
index_file_size: NUMBER | Where available, size of the index file in bytes
access: TEXT | Data accessibility policy (open or controlled)
md5sum: TEXT | Md5sum for GDC data file
archive_state: TEXT | Archive state
downstream_analyses__workflow_link: TEXT | Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)
associated_entities__entity_gdc_id: TEXT | GDC entity uuid for associated entity(ies)
index_file_name: TEXT | Where available, GDC file name for index file
project_name: TEXT | Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc
platform: TEXT | Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.10
file_name: TEXT | Name of file at the GDC
updated_datetime: TEXT | Timestamp of latest update, eg 2017-03-04T16:37:26.081298-06:00
associated_entities__case_gdc_id: TEXT | GDC case uuid for associated case(s)
archive_submitter_id: TEXT | Original archive submitter name, eg  nationwidechildrens.org_BRCA.bio.Level_1.56
archive_revision: NUMBER | Archive revision number
downstream_analyses__workflow_type: TEXT | Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)
data_format: TEXT | File format of the underlying data, eg BCR XML, BAM
case_gdc_id: TEXT | GDC unique identifier
file_type: TEXT | File Type  -- eg aligned_reads, simple_somatic_mutation, gene_expression, etc
data_type: TEXT | Experimental source of the data type, eg Tissue slide image, RNA-Seq
program_name: TEXT | Program name, eg TCGA or TARGET
associated_entities__entity_submitter_id: TEXT | Submitter id for associated entity(ies)
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.
archive_gdc_id: TEXT | GDC archive UUID
analysis_input_file_gdc_ids: TEXT | GDC file UUIDs for input file(s)
program_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000178
experimental_strategy: TEXT | Experimental strategy used to generate data (where applicable) e.g. WXS, RNA-Seq
file_gdc_id: TEXT | Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba4
acl: TEXT | Access Control List -- if access is controlled, this field contains the dbGaP accession, eg phs000179
file_submitter_id: TEXT | Original submitter file id (eg CGHub analysis_id)
file_size: NUMBER | The size of the file measured in bytes
created_datetime: TEXT | Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:10
analysis_workflow_type: TEXT | Workflow name eg  STAR 2-Pass
associated_entities__entity_type: TEXT | Associated entity type, eg   aliquot   or   case
project_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000188
file_id: TEXT | GDC file identifier. This is a duplicate of file_gdc_id field found in some tables.
file_state: TEXT | File state -- either live or submitted
data_category: TEXT | Category description of the underlying data, eg Clinical, Raw Sequencing Data, Simple Nucleotide Variation, Transcriptome Profiling  , etc
dbName: TEXT | Referring to the default/main database at the GDC. In this table, this field is always current.
analysis_workflow_link: TEXT | Link to GDC workflow on github
downstream_analyses__output_file_gdc_ids: TEXT | Semicolon-separated list of GDC file UUIDs

## GDC_METADATA.REL13_CASEDATA
active_file_count: NUMBER | Active Archive File Count
project__project_id: TEXT | Program Short Name with Project Short Name
project__name: TEXT | Study name of the project
legacy_file_count: NUMBER | Total number of files for this case in the GDC legacy archive
file_id: TEXT | GDC file identifier. This is a duplicate of file_gdc_id field found in some tables.
project__dbgap_accession_number: TEXT | Project dbGaP accession number
project__program__name: TEXT | Program Name
project__disease_type: TEXT | Project Disease Type
project__program__dbgap_accession_number: TEXT | DbGaP accession number for the program
submitter_id: TEXT | This can be used to identify a corresponding entry in the submitter's records. The GDC requires that submitter_id be unique for each entity within a project: the tuple (combination) of [ project_id, submitter_id ] is a unique key.

## GDC_METADATA.REL22_GDCFILEID_TO_GCSURL
file_gdc_url: TEXT | GDC file location
file_gdc_id: TEXT | Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba1

## GDC_METADATA.REL16_ALIQUOT2CASEIDMAP
portion_barcode: TEXT | Original/submitter portion ID
portion_gdc_id: TEXT | Original/submitter portion ID
analyte_barcode: TEXT | Original/submitter analyte ID
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
sample_type: TEXT | Two-digit sample_type code which forms part of the sample barcode eg. 01,11,06, etc.
analyte_gdc_id: TEXT | Original/submitter analyte ID
aliquot_gdc_id: TEXT | Unique GDC identifier for this aliquot (corresponds to the aliquot_barcode), eg 7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844  --  this can be used to access more information from the GDC data portal
sample_preservation_method: TEXT | Sample Preservation Method, usually null or  FFPE  , also  Snap Frozen  or  Frozen
sample_barcode: TEXT | Original/submitter sample ID
project_id: TEXT | ID of the Project -- e.g. TCGA-BRCA, TARGET-AML, etc.
program_name: TEXT | Program name, eg TCGA or TARGET
sample_is_ffpe: TEXT | Either  False ,  None ,  True, or null
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc
sample_type_name: TEXT | The longer name of the sample type; eg. Primary Tumor, Recurrent Tumor, etc.
case_gdc_id: TEXT | GDC unique identifier
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01

## GDC_METADATA.REL13_FILEDATA_CURRENT
data_format: TEXT | File format of the underlying data, eg BCR XML, BAM
associated_entities__entity_id: TEXT | Associated entity UUID
id: TEXT | GDC file identifier. This is a duplicate of file_gdc_id field found in some tables.
analysis__workflow_type: TEXT | Workflow name eg  STAR 2-Pass
cases__project__dbgap_accession_number: TEXT | DbGaP accession number for the project
analysis__workflow_link: TEXT | Link to GDC workflow on github
cases__project__disease_type: TEXT | Project Disease Type
acl: TEXT | Access Control List -- if access is controlled, this field contains the dbGaP accession, eg phs000179
associated_entities__entity_type: TEXT | Associated entity type, eg   aliquot   or   case
file_name: TEXT | Name of file at the GDC
cases__project__name: TEXT | Study name of the project
index_files__file_id: TEXT | BAM or VCF index file GDC file UUID
cases__project__program__name: TEXT | Program Name
index_files__file_name: TEXT | BAM or VCF index file name
downstream_analyses__workflow_link: TEXT | Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)
file_size: NUMBER | The size of the file measured in bytes
dbName: TEXT | Referring to the default/main database at the GDC. In this table, this field is always current.
analysis__input_files__file_id: TEXT | GDC file UUIDs for input file(s)
state: TEXT | File state -- either submitted or released
updated_datetime: TEXT | Timestamp of latest update, eg 2017-03-04T16:37:26.081298-06:00
downstream_analyses__workflow_type: TEXT | Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)
submitter_id: TEXT | This can be used to identify a corresponding entry in the submitter's records. The GDC requires that submitter_id be unique for each entity within a project: the tuple (combination) of [ project_id, submitter_id ] is a unique key.
associated_entities__entity_submitter_id: TEXT | Submitter id for associated entity(ies)
platform: TEXT | Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.2
downstream_analyses__output_files__file_id: TEXT | Semicolon-separated list of GDC file UUIDs
data_type: TEXT | File format of the underlying data, eg BCR XML, BAM
associated_entities__case_id: TEXT | Associated Case ID
access: TEXT | Data accessibility policy (open or controlled)
data_category: TEXT | Category description of the underlying data, eg Clinical, Raw Sequencing Data, Simple Nucleotide Variation, Transcriptome Profiling  , etc
created_datetime: TEXT | Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:02
index_files__file_size: NUMBER | BAM  or VCF index file size
type: TEXT | Description of the data, e.g. clinical_supplement, aligned_reads
md5sum: TEXT | Md5sum for GDC data file
experimental_strategy: TEXT | Experimental strategy used to generate data (where applicable) e.g. WXS, RNA-Seq
cases__project__project_id: TEXT | Project ID
cases__project__program__dbgap_accession_number: TEXT | DbGaP accession number for the program
file_id: TEXT | GDC file identifier. This is a duplicate of file_gdc_id field found in some tables.
cases__case_id: TEXT | Associated entity case UUID

## GDC_METADATA.REL24_CASEDATA
project_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000187
case_gdc_id: TEXT | GDC unique identifier
legacy_file_count: NUMBER | Total number of files for this case in the GDC legacy archive
program_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000178
active_file_count: NUMBER | Total number of files for this case in the active (default) GDC archive
project_disease_type: TEXT | The type of disease studied by the project; e.g. Sarcoma,  Breast Invasive Carcinoma,Acute Lymphoblastic Leukemia, etc
program_name: TEXT | Program name, eg TCGA or TARGET
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc
project_name: TEXT | Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc
project_id: TEXT | ID of the Project -- e.g. TCGA-BRCA, TARGET-AML, etc

## GDC_METADATA.REL19_ALIQUOT2CASEIDMAP
project_id: TEXT | ID of the Project -- e.g. TCGA-BRCA, TARGET-AML, etc.
analyte_gdc_id: TEXT | Analyte GDC ID
case_gdc_id: TEXT | GDC unique identifier
analyte_barcode: TEXT | Original/submitter analyte ID
aliquot_gdc_id: TEXT | Unique GDC identifier for this aliquot (corresponds to the aliquot_barcode), eg 7fbfdb3e-1fd2-4206-8d2e-7f68e4a15844  --  this can be used to access more information from the GDC data portal
sample_is_ffpe: TEXT | Whether a smaple is FFPE, either  False,  None ,  True, or null
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
program_name: TEXT | Program name, eg TCGA or TARGET
sample_type_name: TEXT | The longer name of the sample type; eg. Primary Tumor, Recurrent Tumor, etc.
sample_preservation_method: TEXT | Sample Preservation Method, usually null or  FFPE, also Snap Frozen or Frozen
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc
portion_barcode: TEXT | Original/submitter portion ID
sample_barcode: TEXT | Original/submitter sample ID
sample_type: TEXT | Two-digit sample_type code which forms part of the sample barcode eg. 01,11,06, etc.
portion_gdc_id: TEXT | Portion GDC ID
aliquot_barcode: TEXT | Original TCGA aliquot barcode, eg TCGA-12-1089-01A-01D-0517-01

## GDC_METADATA.DLBC_AFFECTED_FILES
case_submitter_id: TEXT | Associated TCGA case barcode
file_id: TEXT | GDC file identifier. This is a duplicate of file_gdc_id field found in some tables.
file_name: TEXT | Name of file at the GDC

## GDC_METADATA.REL24_SLIDE2CASEIDMAP
slide_gdc_id: TEXT | Slide GDC uuid
case_barcode: TEXT | Submitter identifier, eg HCC1954, TCGA-ZX-AA5X, etc
portion_gdc_id: TEXT | Original/submitter portion ID
sample_type_name: TEXT | The longer name of the sample type; eg. Primary Tumor, Recurrent Tumor, etc.
project_id: TEXT | ID of the Project -- e.g. TCGA-BRCA, TARGET-AML, etc.
sample_gdc_id: TEXT | Unique GDC identifier for this sample (corresponds to the sample_barcode), eg a1ec9279-c1a6-4e58-97ed-9ec1f36187c5  --  this can be used to access more information from the GDC data portal
sample_barcode: TEXT | Original/submitter sample ID
program_name: TEXT | Program name, eg TCGA or TARGET
portion_barcode: TEXT | Original/submitter portion ID
slide_barcode: TEXT | Slide submitter ID
sample_type: TEXT | Two-digit sample_type code which forms part of the sample barcode eg. 01,11,06, etc. (OR NA)
case_gdc_id: TEXT | GDC unique identifier

## GDC_METADATA.REL22_FILEDATA_ACTIVE
associated_entities__case_gdc_id: TEXT | GDC case uuid for associated case(s)
index_file_gdc_id: TEXT | Where available, GDC file uuid for index file
project_name: TEXT | Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc
data_category: TEXT | Category description of the underlying data, eg Clinical, Raw Sequencing Data, Simple Nucleotide Variation, Transcriptome Profiling  , etc
index_file_name: TEXT | Where available, GDC file name for index file
downstream_analyses__workflow_type: TEXT | Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)
downstream_analyses__output_file_gdc_ids: TEXT | Semicolon-separated list of GDC file UUIDs
analysis_workflow_link: TEXT | Link to GDC workflow on github
file_type: TEXT | File Type  -- eg aligned_reads, simple_somatic_mutation, gene_expression, etc
access: TEXT | Data accessibility policy (open or controlled)
md5sum: TEXT | Md5sum for GDC data file
archive_revision: NUMBER | Archive revision number
program_name: TEXT | Program name, eg TCGA or TARGET
created_datetime: TEXT | Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:10
program_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000178
index_file_size: NUMBER | Where available, size of the index file in bytes
platform: TEXT | Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.10
updated_datetime: TEXT | Timestamp of latest update, eg 2017-03-04T16:37:26.081298-06:00
project_disease_type: TEXT | The type of disease studied by the project; eg. Sarcoma,  Breast Invasive Carcinoma,Acute Lymphoblastic Leukemia, etc
associated_entities__entity_gdc_id: TEXT | GDC entity uuid for associated entity(ies)
file_name: TEXT | Name of file at the GDC
file_gdc_id: TEXT | Unique GDC identifier for this file (corresponds to the file_barcode)  --  this can be used to access more information from the GDC data portal like this: https://portal.gdc.cancer.gov/files/c21b332c-06c6-4403-9032-f91c8f407ba4
case_gdc_id: TEXT | GDC unique identifier
dbName: TEXT | Referring to the default/main database at the GDC. In this table, this field is always current.
data_type: TEXT | Experimental source of the data type, eg Tissue slide image, RNA-Seq
archive_state: TEXT | Archive state
associated_entities__entity_type: TEXT | Associated entity type, eg   aliquot   or   case
data_format: TEXT | File format of the underlying data, eg BCR XML, BAM
acl: TEXT | Access Control List -- if access is controlled, this field contains the dbGaP accession, eg phs000179
analysis_workflow_type: TEXT | Workflow name eg  STAR 2-Pass
archive_gdc_id: TEXT | GDC archive UUID
experimental_strategy: TEXT | Experimental strategy used to generate data (where applicable) e.g. WXS, RNA-Seq
file_state: TEXT | File state -- either live or submitted
downstream_analyses__workflow_link: TEXT | Name of GDC workflow, eg VarScan2 Annotation (if applicable, NULL where no information is available)
project_short_name: TEXT | Project name abbreviation; the program name appended with a project name abbreviation; eg. TCGA-OV, etc.
project_dbgap_accession_number: TEXT | Program dbGaP accession number, eg phs000188
file_submitter_id: TEXT | Original submitter file id (eg CGHub analysis_id)
analysis_input_file_gdc_ids: TEXT | GDC file UUIDs for input file(s)
archive_submitter_id: TEXT | Original archive submitter name, eg  nationwidechildrens.org_BRCA.bio.Level_1.56
associated_entities__entity_submitter_id: TEXT | Submitter id for associated entity(ies)
file_id: TEXT | GDC file identifier. This is a duplicate of file_gdc_id field found in some tables.
file_size: NUMBER | The size of the file measured in bytes

## GDC_METADATA.REL23_FILEDATA_LEGACY
dbName: TEXT | Referring to the default/main database at the GDC. In this table, this field is always legacy.
metadata_file_id: TEXT | GDC file UUID for metadata (eg mage-tab) file
index_file_size: NUMBER | Where available, size of the index file in bytes
file_type: TEXT | File Type  -- eg aligned_reads, simple_somatic_mutation, gene_expression, etc
data_category: TEXT | Category description of the underlying data, eg Clinical, Raw Sequencing Data, Simple Nucleotide Variation, Transcriptome Profiling  , etc
case_gdc_id: TEXT | GDC unique identifier
associated_entities__entity_submitter_id: TEXT | Submitter id for associated entity(ies)
project_disease_type: TEXT | The type of disease studied by the project; e.g. Sarcoma,  Breast Invasive Carcinoma,Acute Lymphoblastic Leukemia, etc
center_code: TEXT | TCGA codes for the Professional Organization or Group (Center) which has submitted the data, more info: https://gdc.cancer.gov/resources-TCGA-users/TCGA-code-tables/center-codes
file_submitter_id: TEXT | Original submitter file ID (eg CGHub analysis_id)
archive_gdc_id: TEXT | GDC archive UUID
associated_entities__entity_gdc_id: TEXT | GDC entity uuid for associated entity(ies)
center_type: TEXT | One of CGC, GSC, BCR, COM (or null)
data_type: TEXT | Experimental source of the data type, eg Tissue slide image, RNA-Seq
data_format: TEXT | File format of the underlying data, eg BCR XML, BAM
created_datetime: TEXT | Timestamp of creation, eg 2016-10-27T21:58:12.297090-05:11
project_name: TEXT | Project Name; frequently the same as or similar to the project disease type eg   Acute Lymphoblastic Leukemia - Phase II   or   Breast Invasive Carcinoma   etc
acl: TEXT | Access Control List -- if access is controlled, this field contains the dbGaP accession, eg phs000179
file_tags: TEXT | Semicolon-delimited list of file tags, eg  coverage  , or  hg19;nocnv  , etc
updated_datetime: TEXT | Timestamp of latest update, eg 2017-03-04T16:37:26.081298-06:00
metadata_file_size: TEXT | Size of metadata file
index_file_gdc_id: TEXT | Where available, GDC file uuid for index file
platform: TEXT | Platform used to generate this data, eg  Illumina  , or  Affymetrix SNP 6.11
file_state: TEXT | File state -- either live or submitted
archive_revision: NUMBER | Archive revision number
associated_entities__entity_type: TEXT | Associated entity type, eg   aliquot   or   case
metadata_file_type: TEXT | Type of metadata file, eg mage-tab
file_name: TEXT | Name of file at the GDC
