[TABLES]
## PUBLIC.USERS_BEHAVIORS_APP_FIRSTSESSION_VIEW
SESSION_ID: TEXT | NULL | eg=["UJ0vU9TJ8QO0lf", "7nvds7kQcXnugZ"]
CANVAS_STEP_MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["lx5CacWxxXVXKt", "MOyhdsR5lmo9W9"]
CAMPAIGN_ID: TEXT | NULL | eg=["yxMTs7oUGNHPZHO", "QDewcJGqgIRL3Wk"]
USER_ID: TEXT | NULL | eg=["0wcBaUxcyu78i5k", "2X6AxZOUI8hdYzg"]
EXTERNAL_USER_ID: TEXT | NULL | eg=["5dgjbKZV4bP", "mOLcYPZ1iZW"]
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["IT0kj3oROiSU9z", "8zCtkV565ucMa6"]
TIME: NUMBER | NULL | eg=[1674488105, 1689627002]
SUBSCRIPTION_GROUP_API_ID: TEXT | NULL | eg=["p3L9oJHGkjsEDo", "WPs7fE6YyhCsVS"]
APP_GROUP_API_ID: TEXT | NULL | eg=["NDNVmB4pU0xTT9", "uqe3z3TRxtsu5F"]
CANVAS_STEP_API_ID: TEXT | NULL
SUBSCRIPTION_GROUP_ID: TEXT | NULL | eg=["s424Xou", "T4wdK4A"]
INBOUND_PHONE_NUMBER: TEXT | NULL | eg=["Q1GjdhF", "0ot2uQl"]
CANVAS_ID: TEXT | NULL
CANVAS_API_ID: TEXT | NULL
CANVAS_VARIATION_API_ID: TEXT | NULL | eg=["qzwqhswkJmcX12", "zNPdhpfM2VdyX8"]
MESSAGE_BODY: TEXT | NULL | eg=["CnLwZUL", "PwXD99y"]
MEDIA_URLS: ARRAY | NULL | eg=[[]]
ACTION: TEXT | NULL | eg=["IvzVsM2", "C4a4bib"]
SF_CREATED_AT: NUMBER | NULL | eg=[1674479679, 1689607154]

## PUBLIC.USERS_MESSAGES_PUSHNOTIFICATION_INFLUENCEDOPEN_SHARED_VIEW
PLATFORM: TEXT | NULL | eg=["android", "ios"]
ID: TEXT | NULL | eg=["s5S0u4ttMzB2jc", "VCXPTlCXwjk2qu"]
CAMPAIGN_ID: TEXT | NULL | eg=["loPFcRNkEIeyDTC", "lPNNGio8wkxocHJ"]
APP_API_ID: TEXT | NULL | eg=["ylIIevF0GEGPkh", "tacwQqXLJTJjYZ"]
TIMEZONE: TEXT | NULL | eg=["America/New_York", "Indian/Chagos"]
CANVAS_VARIATION_API_ID: TEXT | NULL | eg=["W1TXOWImcelJyd", "fxuOUqYUHe5LHc"]
USER_ID: TEXT | NULL | eg=["1ThK0Tfzzjo6C35", "2iYSDGm3afLWJzp"]
SDK_VERSION: TEXT | NULL | eg=["GsVEgNG", "mhxHUHf"]
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["DJqv9T494HxaMM", "bDL7fmDLfRbbdU"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["RkKc2qUATc7YB4E", "BuX1hP1WyeRIpXA"]
EXTERNAL_USER_ID: TEXT | NULL | eg=["sngMhQqJw0c", "Rejkq7iNoUH"]
CANVAS_STEP_API_ID: TEXT | NULL
SEND_ID: TEXT | NULL | eg=["I15iGrQsTnuZ66", "eJXArA7PqgVzsi"]
COUNTRY: TEXT | NULL | eg=["US"]
LANGUAGE: TEXT | NULL | eg=["en"]
CANVAS_STEP_MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["bHmIdBQpbbVmdn", "JgFwfUxYvxL3hW"]
TIME: NUMBER | NULL | eg=[1665435755, 1674733934]
RESOLUTION: TEXT | NULL | eg=["AVfbwi1", "jkFyIeS"]
CANVAS_API_ID: TEXT | NULL
APP_GROUP_API_ID: TEXT | NULL | eg=["4HNW0goOFeGB44", "M29kTViNzbeicW"]
APP_GROUP_ID: TEXT | NULL | eg=["JyWFOSKn8bq", "OkIYT1HbF7u"]
SF_CREATED_AT: NUMBER | NULL | eg=[1665412450, 1674718678]
CANVAS_ID: TEXT | NULL
DEVICE_ID: TEXT | NULL | eg=["pDDpAVF84jMmJP", "VU06DrX6LN3Ziw"]
CARRIER: TEXT | NULL | eg=["cWtcYcf", "tdmI6K1"]
BROWSER: TEXT | NULL | eg=["Nk1Knnn", "xlu9xfK"]
GENDER: TEXT | NULL | eg=["F", "M"]
DISPATCH_ID: TEXT | NULL | eg=["AUANKSqkUpKLLn", "N2PWsFMt7afUuV"]
DEVICE_MODEL: TEXT | NULL | eg=["HUAWEI P30 PRO", "SAMSUNG GALAXY NOTE 10/10 PLUS"]
OS_VERSION: TEXT | NULL | eg=["0E3U28j", "35C6eBm"]

## PUBLIC.USERS_MESSAGES_PUSHNOTIFICATION_BOUNCE_SHARED_VIEW
CANVAS_API_ID: TEXT | NULL
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["a3FcGsCQEUX6li", "ZpngLB2XrppT33"]
SEND_ID: TEXT | NULL | eg=["RzjrqWHwUvJdTR", "UF2gznzHWeX2t2"]
TIME: NUMBER | NULL | eg=[1690642972, 1686292880]
DEVICE_ID: TEXT | NULL | eg=["p248G3Zbc8czjf", "fUuedXg7O6UOVu"]
ID: TEXT | NULL | eg=["m3gRvdmwqCqgCP", "Q3DKtyRBZrDrDU"]
AD_ID: TEXT | NULL | eg=["1TzL8XhCkHQwbj", "MtYsPdajbSrt2o"]
CANVAS_STEP_API_ID: TEXT | NULL
CANVAS_VARIATION_API_ID: TEXT | NULL | eg=["GY6FbjMjHLA0mu", "Eu6kneQrnGGtRV"]
PLATFORM: TEXT | NULL | eg=["android", "ios"]
LANGUAGE: TEXT | NULL | eg=["en"]
AD_ID_TYPE: TEXT | NULL | eg=["DUP9welF23L6rP", "c4ZXdxFYuXr9jV"]
CAMPAIGN_ID: TEXT | NULL | eg=["eivJmWT6f2bB3F0", "vWwH0WOV5wVCdpP"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["JmNEIMddzxHSc2b", "H1gGuS9LQQIrTZO"]
APP_API_ID: TEXT | NULL | eg=["288mjosr155L7T", "pJVR4d1amACQwF"]
APP_GROUP_API_ID: TEXT | NULL | eg=["fvU6ratBU7VRqI", "8mmMJ3CW0lE2ea"]
DISPATCH_ID: TEXT | NULL | eg=["FXGdF7xmnDrWbx", "JlEHMMIppKeOzl"]
COUNTRY: TEXT | NULL | eg=["US"]
EXTERNAL_USER_ID: TEXT | NULL | eg=["wipiYDXfKKO", "ITZEUPvIPlR"]
TIMEZONE: TEXT | NULL | eg=["Asia/Singapore", "America/Denver"]
PUSH_TOKEN: TEXT | NULL | eg=["Q9v1G9KUpiKmkI", "D3n7CYa6FG5pNR"]
GENDER: TEXT | NULL | eg=["M", "F"]
APP_GROUP_ID: TEXT | NULL | eg=["OkIYT1HbF7u", "JyWFOSKn8bq"]
USER_ID: TEXT | NULL | eg=["1Vhr7od4uu4dGqg", "1Vk4XLPTPNc0P5u"]
SF_CREATED_AT: NUMBER | NULL | eg=[1690642913, 1686291174]
AD_TRACKING_ENABLED: BOOLEAN | NULL | eg=[true]
CANVAS_STEP_MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["kS9uL8puduQSGV", "9KRfKJ9cek67D1"]
CANVAS_ID: TEXT | NULL

## PUBLIC.USERS_CAMPAIGNS_ENROLLINCONTROL_VIEW
APP_API_ID: TEXT | NULL | eg=["OArmxYB0cS2SJp", "0LKMoh5GNTO426"]
APP_ID: TEXT | NULL | eg=["cavgwlQbKmE", "WleeR6PnBPb"]
TIME: NUMBER | NULL | eg=[1630486337, 1664767851]
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["731WichJniLZct", "D53JaNHtEMUU5p"]
MESSAGE_VARIATION_ID: TEXT | NULL | eg=["4YDlo21KDnxfAkC", "h9C0MgvmNZORUiW"]
SEND_ID: TEXT | NULL | eg=["vWgziGdAKwrKIO", "QFnPQ6rQjkY96Y"]
TIME_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1630483247,1630486518,1630485769,1630485798], [1664767196,1664767483,1664768456,1664768737]]
STRING_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[["bBsca6DRhRCXpa","jJGYHpCGMwWGZe","o1DJRCrqesLzhS","xbhaNnxOyIc3uR"], ["ZN2Zv1rZd0psYE","IKqo1smF2IuC38","jHrfoHz1Oi67eQ","EqX6mW4ElyRJR8"]]
NUMBER_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1630484217.0,1630485099.0,1630486267.0,1630485705.0], [1664767292.0,1664766858.0,1664767731.0,1664767674.0]]
USER_ID: TEXT | NULL | eg=["1D67jDbDZ1s9nAI", "04EFw55bmRtHShh"]
DEVICE_ID: TEXT | NULL | eg=["PBgEt5fqljelpD", "ohgVu9FvvDTltz"]
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 10:49:34.449000-08:00", "2021-12-14 10:46:58.147000-08:00"]
COUNTRY: TEXT | NULL | eg=["US"]
EXTERNAL_USER_ID: TEXT | NULL | eg=["jDiUT5EDUj4", "5yLA6frGbJp"]
FLOAT_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1630485446.0,1630483294.0,1630485777.0,1630485509.0], [1664768336.0,1664766061.0,1664768213.0,1664766132.0]]
GENDER: TEXT | NULL | eg=["M", "F"]
APP_GROUP_ID: TEXT | NULL | eg=["JyWFOSKn8bq", "OkIYT1HbF7u"]
TIMEZONE: TEXT | NULL | eg=["Asia/Singapore", "Indian/Chagos"]
ID: TEXT | NULL | eg=["b5wXLEWuqAtMz6", "mjMxI77D5xLL9e"]
BOOLEAN_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[true,true,true,true]]
CAMPAIGN_ID: TEXT | NULL | eg=["UVCRPe5AIq7VwSx", "R54gcVYRz9OJ6bI"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["kbSkSTWFysVVg3y", "4UOPYo7qWZ8XUTd"]
LANGUAGE: TEXT | NULL | eg=["en"]
APP_GROUP_API_ID: TEXT | NULL | eg=["dLRrAoklL9IYj9", "0Gf5AU953iq4IV"]
DISPATCH_ID: TEXT | NULL | eg=["wSWWdPksTIZ4k5", "0s5OEhdQGQGWue"]

## PUBLIC.USERS_BEHAVIORS_APP_SESSIONSTART_VIEW
APP_GROUP_ID: TEXT | NULL | eg=["OkIYT1HbF7u", "JyWFOSKn8bq"]
PLATFORM: TEXT | NULL | eg=["android", "ios"]
DEVICE_MODEL: TEXT | NULL | eg=["HUAWEI P30 PRO", "APPLE IPHONE XS MAX"]
DEVICE_ID: TEXT | NULL | eg=["aBPHhuxhMMJei7", "noUppWgGkPtqKE"]
TIME: NUMBER | NULL | eg=[1635546213, 1633510533]
APP_GROUP_API_ID: TEXT | NULL | eg=["F8kFUhuNgVnUdX", "hQLC4vYNgGMfto"]
OS_VERSION: TEXT | NULL | eg=["KzihqJO9Or3SmH", "UuA0ZLt9Y5bG0z"]
EXTERNAL_USER_ID: TEXT | NULL | eg=["JfgyVubaJuM", "xQqg4E4GcLL"]
APP_ID: TEXT | NULL | eg=["WleeR6PnBPb", "cavgwlQbKmE"]
SESSION_ID: TEXT | NULL | eg=["7NLmXoMDnSrnpw", "gvYtumFKOILktt"]
APP_API_ID: TEXT | NULL | eg=["Ta3P9hZZeJKToJ", "A6hfw3vDy2VFNI"]
SDK_VERSION: TEXT | NULL | eg=["TCsfftE4uVOmOa", "zv650axLSoJn4s"]
ID: TEXT | NULL | eg=["jhbaaEDxT8FOOS", "zwtOz1fqV4hfbf"]
USER_ID: TEXT | NULL | eg=["0syfazVZ75IRiXS", "0qlR1zXu4jjW90v"]
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 10:19:03.791000-08:00", "2021-12-14 10:18:57.968000-08:00"]

## PUBLIC.USERS_USERDELETEREQUEST_VIEW
TIME: NUMBER | NULL | eg=[1688032337, 1687559406]
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 11:20:05.778000-08:00", "2021-12-14 11:20:02.581000-08:00"]
USER_ID: TEXT | NULL | eg=["2bDJn0SGGThHK9x", "1ppe5I61iENh9EP"]
APP_GROUP_ID: TEXT | NULL | eg=["JyWFOSKn8bq", "OkIYT1HbF7u"]
APP_GROUP_API_ID: TEXT | NULL | eg=["OtXMWjj3R4uDCu", "NuHOxW8jI1s9sb"]
ID: TEXT | NULL | eg=["iqqtbMs9uoz5rO", "pqWU2AhRn2QG72"]

## PUBLIC.USERS_MESSAGES_PUSHNOTIFICATION_OPEN_VIEW
AD_ID_TYPE: TEXT | NULL | eg=["ok9jiQnoT4rbCA", "eFW12lcIW45cgH"]
PLATFORM: TEXT | NULL | eg=["android", "ios"]
AD_ID: TEXT | NULL | eg=["2vgBtWalwZSoWl", "QKRMSosieT7Q2N"]
ID: TEXT | NULL | eg=["Hc1Iv6aIcwzNeW", "oKsbvcBxYICOW1"]
MESSAGE_VARIATION_ID: TEXT | NULL | eg=["MS7NDpmYtLv49sG", "okYhlj8WjA032LL"]
CANVAS_STEP_MESSAGE_VARIATION_ID: TEXT | NULL | eg=["YzGN6bvVZOfAca", "J4InSaMgJTLliW"]
APP_ID: TEXT | NULL | eg=["cavgwlQbKmE", "WleeR6PnBPb"]
BOOLEAN_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[true,true,true,true]]
CAMPAIGN_ID: TEXT | NULL | eg=["v15fcVnCvcpFehz", "OezajA2FP4vbeoD"]
USER_ID: TEXT | NULL | eg=["01HcGn13T509adp", "33ZLxxfrv4N5wy0"]
BUTTON_STRING: TEXT | NULL | eg=["UOMUFmI", "HvnFOL1"]
APP_API_ID: TEXT | NULL | eg=["NgLvvF7qSliEgW", "u7lB2nuwUxzFSm"]
GENDER: TEXT | NULL | eg=["F", "M"]
TIMEZONE: TEXT | NULL | eg=["Indian/Chagos", "America/New_York"]
DEVICE_ID: TEXT | NULL | eg=["eme29Cv96aYONB", "Iabky3wYZnj1TS"]
CANVAS_STEP_ID: TEXT | NULL
OS_VERSION: TEXT | NULL | eg=["3liJmf3", "fcXt1fP"]
SLIDE_ID: TEXT | NULL | eg=["ElVKQzs", "Lsa6vL2"]
BUTTON_ACTION_TYPE: TEXT | NULL | eg=["rs5JgKt", "e2EG1s8"]
CANVAS_STEP_MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["jDCb6vdE5G39WM", "O1k3rAWlFiS156"]
TIME_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1688521400,1688521039,1688520523,1688521779], [1690615881,1690615240,1690615144,1690615716]]
CANVAS_VARIATION_ID: TEXT | NULL
APP_GROUP_API_ID: TEXT | NULL | eg=["fKsYbbiE7hU8Li", "yEtQUZGswVeP1X"]
COUNTRY: TEXT | NULL | eg=["US"]
TIME: NUMBER | NULL | eg=[1688533671, 1690643557]
CANVAS_STEP_API_ID: TEXT | NULL
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 11:16:28.525000-08:00", "2021-12-14 11:16:28.812000-08:00"]
CANVAS_ID: TEXT | NULL
AD_TRACKING_ENABLED: BOOLEAN | NULL | eg=[true]
SEND_ID: TEXT | NULL | eg=["fNaQDrXaZMYmc6", "yzPo5vuvK6jFK5"]
RESOLUTION: TEXT | NULL | eg=["mzfWaPX", "uurMAvI"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["Nh8PNaF31j1Xg7J", "txtIYL1iW7r8cGB"]
APP_GROUP_ID: TEXT | NULL | eg=["JyWFOSKn8bq", "OkIYT1HbF7u"]
EXTERNAL_USER_ID: TEXT | NULL | eg=["MN8AnlgGox6", "F8SDiXss2Hz"]
LANGUAGE: TEXT | NULL | eg=["en"]
DEVICE_MODEL: TEXT | NULL | eg=["SAMSUNG GALAXY NOTE 10/10 PLUS", "HUAWEI P30 PRO"]
SLIDE_ACTION_TYPE: TEXT | NULL | eg=["6m4kNyy", "mXvDIHt"]
DISPATCH_ID: TEXT | NULL | eg=["E9oryjWyV3JiEq", "SpyUzygXWA6Zhr"]
CANVAS_API_ID: TEXT | NULL
CARRIER: TEXT | NULL | eg=["j3xtkLk", "0Qcwx20"]
SDK_VERSION: TEXT | NULL | eg=["bL7Puhd", "BakPbgF"]
BROWSER: TEXT | NULL | eg=["LBFXVe3", "eITRtr6"]
CANVAS_VARIATION_API_ID: TEXT | NULL | eg=["lydYyoHpWwU2ye", "rWXunzkBwAJsV0"]
NUMBER_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1688521503.0,1688521972.0,1688521746.0,1688521629.0], [1690615106.0,1690614933.0,1690616833.0,1690617167.0]]
FLOAT_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1688519799.0,1688520403.0,1688519647.0,1688521210.0], [1690617311.0,1690616726.0,1690614203.0,1690616924.0]]
STRING_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[["Vcvzse8OIp9FGx","zmg35LhpIH5rdN","YzK0az87KnITGw","PX8zw6cdSMpJYs"], ["hSg1Vw1bLlNrN8","5Z30ERZXbVygCz","syHY12ILLFUYFZ","LYSvPuLyqsKzi4"]]
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["cocKrTMvcYLG8a", "eRvSkO9tlBLxUJ"]

## PUBLIC.USERS_CAMPAIGNS_FREQUENCYCAP_VIEW
EXTERNAL_USER_ID: TEXT | NULL | eg=["poj15eoWZAM", "ju2j2C6Db5v"]
MESSAGE_VARIATION_ID: TEXT | NULL | eg=["WOIFinAY2k8tYCl", "1QvHwCe9LMNor76"]
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["KSuT7lJ5ayZ7l9", "nJ0wydI1qIOLmV"]
BOOLEAN_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[true,true,true,true]]
DEVICE_ID: TEXT | NULL | eg=["PbD3mdjB1OFrfy", "AdHxX67qUAcoHH"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["rHlyAXdQpavNmzE", "pG7sQ8qDgwOk5k0"]
COUNTRY: TEXT | NULL | eg=["US"]
ID: TEXT | NULL | eg=["a6h1iWjXxBJcYI", "zxOoUQZOF2isuc"]
GENDER: TEXT | NULL | eg=["M"]
NUMBER_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1685887444.0,1685888281.0,1685887539.0,1685890643.0], [1652397170.0,1652398682.0,1652399057.0,1652397748.0]]
CAMPAIGN_ID: TEXT | NULL | eg=["zrwSIecwiSTOICb", "RHiWfe45dBhhnuR"]
TIME: NUMBER | NULL | eg=[1686667553, 1653358881]
FLOAT_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1685887980.0,1685890696.0,1685890321.0,1685888229.0], [1652399872.0,1652397705.0,1652397073.0,1652397242.0]]
TIMEZONE: TEXT | NULL | eg=["Indian/Chagos", "Europe/Oslo"]
STRING_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[["4wu16hIgilXeVw","9qmMUuaAqwPvDj","aCR7WqEkKebMoB","mFmmoiUAPYvyFD"], ["qV5NwHsbiOFgJN","ah6n0dzKH434w9","OI651cVS5CUxuC","0ww43FNg9hlkww"]]
DISPATCH_ID: TEXT | NULL | eg=["gwLnJoMWTdu5pO", "XPR1HoyEjSZSdT"]
LANGUAGE: TEXT | NULL | eg=["en"]
USER_ID: TEXT | NULL | eg=["2cwxPwR9pJxg4ET", "2dXjmS78yxdWyvo"]
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 11:08:46.256000-08:00", "2021-12-14 11:11:29.722000-08:00"]
APP_GROUP_ID: TEXT | NULL | eg=["JyWFOSKn8bq", "OkIYT1HbF7u"]
TIME_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1685888228,1685890566,1685888773,1685890545], [1652397342,1652398912,1652397306,1652399617]]
SEND_ID: TEXT | NULL | eg=["rSVAHNSbwTk3t7", "IFg0BAYsmCUmjY"]
APP_GROUP_API_ID: TEXT | NULL | eg=["SAVZhCMSDyHUqm", "sNUHE4WU5R15BH"]

## PUBLIC.USERS_MESSAGES_CONTENTCARD_SEND_VIEW
TIMEZONE: TEXT | NULL | eg=["Europe/Oslo", "America/Denver"]
TIME: NUMBER | NULL | eg=[1658523247, 1692605090]
GENDER: TEXT | NULL | eg=["F", "M"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["y5bNQVttv82MOSQ", "lqClMycM2PZEFW3"]
EXTERNAL_USER_ID: TEXT | NULL | eg=["PPfneLNJHYg", "6pxbk1B0JnV"]
USER_ID: TEXT | NULL | eg=["0mIMOgdWU1ULHQc", "2IzzHDkc5aa7ITR"]
BOOLEAN_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[true,true,true,true]]
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["LXkJOfSCaObv4j", "WZq5fcuHHSpGim"]
FLOAT_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1658520337.0,1658520696.0,1658522908.0,1658520564.0], [1692605696.0,1692606951.0,1692606819.0,1692606244.0]]
MESSAGE_VARIATION_ID: TEXT | NULL | eg=["HzTOqX3KAdV2Va5", "mmpoA9KzqrqPebM"]
CANVAS_VARIATION_API_ID: TEXT | NULL | eg=["iKEMsy21WKpoVL", "WeBM1atJcoSMxs"]
LANGUAGE: TEXT | NULL | eg=["en"]
APP_GROUP_ID: TEXT | NULL | eg=["OkIYT1HbF7u"]
DEVICE_ID: TEXT | NULL | eg=["Ka8KALgsxWpO54", "S16L73rN20Nf3Q"]
CANVAS_STEP_ID: TEXT | NULL
CANVAS_STEP_MESSAGE_VARIATION_ID: TEXT | NULL | eg=["0780XGLSmIthvM", "TZLIqa5Vc0UarO"]
COUNTRY: TEXT | NULL | eg=["US"]
ID: TEXT | NULL | eg=["jjoQ0irnNZBpf7", "pyWIoCeo5Uty7u"]
TIME_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1658522312,1658520171,1658520777,1658522746], [1692606575,1692607522,1692607848,1692604825]]
DISPATCH_ID: TEXT | NULL | eg=["yvCc1njzmLim0p", "5Hqxp1FivQ7v73"]
CANVAS_VARIATION_ID: TEXT | NULL
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 11:12:45.980000-08:00", "2021-12-14 11:10:44.616000-08:00"]
SEND_ID: TEXT | NULL | eg=["s0ob1TVP5atfEV", "QsMVyugHIaYDYH"]
CANVAS_STEP_API_ID: TEXT | NULL
CONTENT_CARD_ID: TEXT | NULL | eg=["rrvLpfcOqeoMB2", "0AmKgkkgOx6lSF"]
CANVAS_API_ID: TEXT | NULL
CANVAS_ID: TEXT | NULL
NUMBER_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1658522427.0,1658520656.0,1658523075.0,1658521137.0], [1692606143.0,1692607454.0,1692607647.0,1692606501.0]]
APP_GROUP_API_ID: TEXT | NULL | eg=["nx6Pz0dilm2t3J", "xqG3JeqC0PKARf"]
CANVAS_STEP_MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["ZufqZIwtQFvmCb", "IDMWIBczclItyN"]
STRING_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[["iEqCln7btfflOt","OnqbuJJp1YLcZM","bmGdgSiW2IDnI8","ukUWAnRsONDWy3"], ["7mWek8wPawC0Gm","qNhgM7wZ57OdCj","IVup7XzMdchoe7","njKGNfqu3kTXk9"]]
CAMPAIGN_ID: TEXT | NULL | eg=["mWIuvSMmioaDKkB", "YGYoizjaNNCHIRK"]

## PUBLIC.USERS_MESSAGES_SMS_REJECTION_VIEW
APP_GROUP_ID: TEXT | NULL | eg=["JyWFOSKn8bq", "OkIYT1HbF7u"]
CANVAS_STEP_MESSAGE_VARIATION_ID: TEXT | NULL | eg=["qffpLUQewcvvEI", "xFfdRNbTIBaPL1"]
STRING_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[["GHwDMNF5PEDS5V","m962RapMFBzhM1","1fcXQC0ZohzG7t","hpOuATlmgBO7LT"], ["Ihh0ExUXP3UIyA","jgQUFWO1gCSrlx","mgNgocOkfzZZuE","ymBZcv9TAve2Ed"]]
FROM_PHONE_NUMBER: TEXT | NULL | eg=["wyn2rHl", "mqvCvj1"]
SEND_ID: TEXT | NULL | eg=["Eqtb6OlD3iBMIR", "nY5EvVFtAhq5VD"]
LANGUAGE: TEXT | NULL | eg=["en"]
CANVAS_ID: TEXT | NULL
MESSAGE_VARIATION_ID: TEXT | NULL | eg=["4rKG2pzRORJFh9F", "QCAqiFv9IvvTWEE"]
EXTERNAL_USER_ID: TEXT | NULL | eg=["vQUPEYaAExB", "qd3aWwUtfLT"]
ERROR: TEXT | NULL | eg=["8EDInew", "1ZHouSS"]
SUBSCRIPTION_GROUP_API_ID: TEXT | NULL | eg=["1tWYrUhlpLA7Es", "GIDh33Q3br7MBB"]
NUMBER_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1645251656.0,1645251492.0,1645253092.0,1645252005.0], [1650222283.0,1650224457.0,1650222134.0,1650222604.0]]
FLOAT_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1645250432.0,1645251423.0,1645252743.0,1645253124.0], [1650222976.0,1650223390.0,1650222229.0,1650223606.0]]
DEVICE_ID: TEXT | NULL | eg=["eJtVSlJH7W7rTv", "qdkNlCDCRvIJXr"]
CAMPAIGN_API_ID: TEXT | NULL | eg=["mIBhuT5yQZwqNEF", "jtz4OW3i6bAPZA3"]
USER_ID: TEXT | NULL | eg=["0pUZnflaabaUthD", "0ovGbjw1V8gvNgk"]
CANVAS_VARIATION_ID: TEXT | NULL
COUNTRY: TEXT | NULL | eg=["US"]
TIMEZONE: TEXT | NULL | eg=["Indian/Chagos", "America/Denver"]
SUBSCRIPTION_GROUP_ID: TEXT | NULL | eg=["DTJY6umbMxfGwk", "pCYPcQmqqowhyt"]
CANVAS_API_ID: TEXT | NULL
CANVAS_STEP_ID: TEXT | NULL
PROVIDER_ERROR_CODE: TEXT | NULL | eg=["3nXSHOU", "E6kh5pH"]
TIME: NUMBER | NULL | eg=[1645250560, 1650223465]
MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["XXgf6b24UjERb5", "Nmno8HCIqfYgX7"]
CANVAS_VARIATION_API_ID: TEXT | NULL | eg=["R5IGUf6KbutKni", "358a057eOHdtGz"]
TIME_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[1645253605,1645252659,1645253210,1645251153], [1650222941,1650225258,1650223817,1650222464]]
ID: TEXT | NULL | eg=["gyVllkzy3lxig3", "nooQOAiNMaVVeq"]
CANVAS_STEP_API_ID: TEXT | NULL
SF_CREATED_AT: TIMESTAMP_LTZ | NULL | eg=["2021-12-14 11:19:17.882000-08:00", "2021-12-14 11:19:23.636000-08:00"]
TO_PHONE_NUMBER: TEXT | NULL | eg=["b73qfEW5UMXQac", "x5e5srylpiRNka"]
CANVAS_STEP_MESSAGE_VARIATION_API_ID: TEXT | NULL | eg=["87Qvje4ctZpNWz", "bqfU7XHOmvmbb4"]
GENDER: TEXT | NULL | eg=["F"]
APP_GROUP_API_ID: TEXT | NULL | eg=["yU7GbEUG4nIgoQ", "04Z2hGdhNTwjFi"]
DISPATCH_ID: TEXT | NULL | eg=["dNXDe4mH5Y5GX6", "2VDtrPD0bu8eQa"]
CAMPAIGN_ID: TEXT | NULL | eg=["KzudHoKxG5JG4FI", "QVIkNJ4nE8HpQHE"]
BOOLEAN_CUSTOM_ATTRIBUTES: ARRAY | NULL | eg=[[true,true,true,true]]

## PUBLIC.USERS_RANDOMBUCKETNUMBERUPDATE_VIEW
SF_CREATED_AT: TIMESTAMP_LTZ | NULL
USER_ID: TEXT | NULL
RANDOM_BUCKET_NUMBER: NUMBER | NULL
EXTERNAL_USER_ID: TEXT | NULL
