[TABLES]
## NOAA_PIFSC_METADATA.DCLDE_2020_1705_MINKE_DETECTIONS
detection_time_end_utc: NUMBER | NULL | eg=[1510100124000000, 1510100133000000]
state_fips_code: TEXT | Unique FIPS code identifier assigned to each state. State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.states_2016  The geographic polygons that define the perimeter of each state are available as a BigQuery Public Dataset: bigquery-public-data.geo_us_boundaries.us_states | eg=["53", "8"]
injuries_indirect: NUMBER | The number of injuries indirectly related to the weather event | eg=[0]
cz_name: TEXT | (County/Parish, Zone or Marine Name assigned to the county FIPS number or NWS Forecast Zone  NWS Forecast Zones are available as a BigQuery Public Dataset: bigquery-public-data.noaa_historic_severe_storms.nws_forecast_zones | eg=["E KING/E PIERCE/E LEWIS", "ELKHEAD AND PARK MOUNTAINS"]
event_type: TEXT | The only events permitted in Storm Data are listed in Table 1 of Section 2.1.1 of NWS Directive 10-1605 at http://www.nws.noaa.gov/directives/sym/pd01016005curr.pdf. The chosen event type is the one that most accurately describes the meteorological event leading to fatalities, injuries, damage, etc. However, significant events, such as tornadoes, having no impact or causing no damage, are also included in Storm Data. | eg=["avalanche"]
tor_f_scale: TEXT | Enhanced Fujita Scale describes the strength of the tornado based on the amount and type of damage caused by the tornado. The F-scale of damage will vary in the destruction area; therefore, the highest value of the F-scale is recorded for each event.    - EF0 – Light Damage (40 – 72 mph)   - EF1 – Moderate Damage (73 – 112 mph)   - EF2 – Significant damage (113 – 157 mph)   - EF3 – Severe Damage (158 – 206 mph)   - EF4 – Devastating Damage (207 – 260 mph)   - EF5 – Incredible Damage (261 – 318 mph)
event_id: TEXT | ID assigned by NWS to note a single, small part that goes into a specific storm episode; links the storm episode between the three files downloaded from SPC’s website | eg=["5435141", "5436060"]
deaths_indirect: NUMBER | The number of deathes indirectly related to the weather event | eg=[0]
event_end_time: NUMBER | The date and time that the event ended. Note that episodes and events may have different start and end times if multiple events occured in the same episode | eg=[1105536600000000, 1104753600000000]
episode_id: TEXT | ID assigned by NWS to denote the storm episode; links the event details file with the information within location file | eg=["1183877", "1184310"]
tor_width: TEXT | Width of the tornado or tornado segment while on the ground (in feet)
magnitude: FLOAT | Measured extent of the magnitude type. This is only used for wind speeds and hail size. Wind speeds are in MPH; Hail sizes are in inches
event_point: BINARY | Geographic representation of the event_longitude and latitude
reference_location: TEXT | Reference location of the center from which the range is calculated and the azimuth is determined
location_index: TEXT | Number assigned by NWS to specific locations within the same Storm event. Each event’s sequentially increasing location index number will have a corresponding lat/lon point | eg=["1"]
injuries_direct: NUMBER | The number of injuries directly related to the weather event | eg=[1, 0]
tor_length: TEXT | Length of the tornado or tornado segment while on the ground (minimal of tenths of miles)
event_azimuth: TEXT | 16-point compass direction from a particular village/city, airport, or inland lake, providing that the reference point is documented in the Storm Data software location database of > 130,000 locations.
deaths_direct: NUMBER | The number of deathes directly related to the weather event | eg=[1, 0]
event_latitude: FLOAT | The latitude where the event occurred (rounded to the hundredths in decimal degrees; includes an ‘-‘ if it’s S of the Equator)
state: TEXT | The full text state name where the event occurred | eg=["Wa", "Co"]
event_timezone: TEXT | The time zone in which the event_begin_time and the event_end_time is recorded. | eg=["PST", "MST"]
flood_cause: TEXT | Reported or estimated cause of the flood
damage_crops: NUMBER | The estimated amount of damage to crops incurred by the weather event, in USD at the time of the storm. Values are not adjusted for inflation  Note: Values listed as 0 do not necessarily mean that no property damage occurred as a result of the event | eg=[0]
event_begin_time: NUMBER | The date and time that the event began. Note that episodes and events may have different start and end times if multiple events occured in the same episode | eg=[1105536600000000, 1104753300000000]
damage_property: NUMBER | The estimated amount of damage to property incurred by the weather event, in USD at the time of the event. Values are not adjusted for inflation  Note: Values listed as 0 do not necessarily mean that no property damage occurred as a result of the event | eg=[0, 200000]

## NOAA_HISTORIC_SEVERE_STORMS.STORMS_2014
cz_type: TEXT | Indicates whether the event happened in   - C: County/Parish  - Z: NWS zone  - M: Marine | eg=["Z"]
event_timezone: TEXT | The time zone in which the event_begin_time and the event_end_time is recorded. | eg=["EST-5", "CST-6"]
event_end_time: NUMBER | The date and time that the event ended. Note that episodes and events may have different start and end times if multiple events occured in the same episode | eg=[1390888800000000, 1390892400000000]
damage_crops: NUMBER | The estimated amount of damage to crops incurred by the weather event, in USD at the time of the storm. Values are not adjusted for inflation  Note: Values listed as 0 do not necessarily mean that no property damage occurred as a result of the event | eg=[0]
event_range: FLOAT | A hydro-meteorological event will be referenced, minimally, to the nearest tenth of a mile, to the geographical center (not from the village/city boundaries or limits) of a particular village/city, airport, or inland lake, providing that the reference point is documented in the Storm Data software location database.
injuries_indirect: NUMBER | The number of injuries indirectly related to the weather event | eg=[0]
tor_other_wfo: TEXT | Indicates the continuation of a tornado segment as it crossed from one National Weather Service Forecast Office to another. The subsequent WFO identifier is provided within this field.
cz_name: TEXT | (County/Parish, Zone or Marine Name assigned to the county FIPS number or NWS Forecast Zone  NWS Forecast Zones are available as a BigQuery Public Dataset: bigquery-public-data.noaa_historic_severe_storms.nws_forecast_zones | eg=["CAMDEN", "LOWER BUCKS"]
wfo: TEXT | National Weather Service Forecast Office’s area of responsibility (County Warning Area) in which the event occurred | eg=["PHI", "LCH"]
location_index: TEXT | Number assigned by NWS to specific locations within the same Storm event. Each event’s sequentially increasing location index number will have a corresponding lat/lon point
event_type: TEXT | The only events permitted in Storm Data are listed in Table 1 of Section 2.1.1 of NWS Directive 10-1605 at http://www.nws.noaa.gov/directives/sym/pd01016005curr.pdf. The chosen event type is the one that most accurately describes the meteorological event leading to fatalities, injuries, damage, etc. However, significant events, such as tornadoes, having no impact or causing no damage, are also included in Storm Data. | eg=["astronomical low tide"]
magnitude_type: TEXT | Differentiates between the type of mangitude measured. - EG = Wind Estimated Gust  - ES = Estimated Sustained Wind  - MS = Measured Sustained Wind  - MG = Measured Wind Gust  No magnitude type is included for hail
event_latitude: FLOAT | The latitude where the event occurred (rounded to the hundredths in decimal degrees; includes an ‘-‘ if it’s S of the Equator)
event_point: BINARY | Geographic representation of the event_longitude and latitude
flood_cause: TEXT | Reported or estimated cause of the flood | eg=["nan"]
deaths_direct: NUMBER | The number of deathes directly related to the weather event | eg=[0]
episode_id: TEXT | ID assigned by NWS to denote the storm episode; links the event details file with the information within location file | eg=["81010", "81011"]
cz_fips_code: TEXT | Unique FIPS code identifier assigned to each county.   State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.counties_2016  The geographic polygons that define the perimeter of each state are available as a BigQuery Public Dataset: bigquery-public-data.geo_us_boundaries.us_counties | eg=["18", "106"]
deaths_indirect: NUMBER | The number of deathes indirectly related to the weather event | eg=[0]
tor_f_scale: TEXT | Enhanced Fujita Scale describes the strength of the tornado based on the amount and type of damage caused by the tornado. The F-scale of damage will vary in the destruction area; therefore, the highest value of the F-scale is recorded for each event.    - EF0 – Light Damage (40 – 72 mph)   - EF1 – Moderate Damage (73 – 112 mph)   - EF2 – Significant damage (113 – 157 mph)   - EF3 – Severe Damage (158 – 206 mph)   - EF4 – Devastating Damage (207 – 260 mph)   - EF5 – Incredible Damage (261 – 318 mph)
reference_location: TEXT | Reference location of the center from which the range is calculated and the azimuth is determined
injuries_direct: NUMBER | The number of injuries directly related to the weather event | eg=[0]
damage_property: NUMBER | The estimated amount of damage to property incurred by the weather event, in USD at the time of the event. Values are not adjusted for inflation  Note: Values listed as 0 do not necessarily mean that no property damage occurred as a result of the event | eg=[0]
state_fips_code: TEXT | Unique FIPS code identifier assigned to each state. State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.states_2016  The geographic polygons that define the perimeter of each state are available as a BigQuery Public Dataset: bigquery-public-data.geo_us_boundaries.us_states | eg=["34", "42"]
source: TEXT | Source reporting the weather event  Note: This can be any entry. Values are not restricted to specific categories | eg=["River/Stream Gage", "Other Federal Agency"]
tor_width: TEXT | Width of the tornado or tornado segment while on the ground (in feet)
state: TEXT | The full text state name where the event occurred | eg=["Ne", "Pe"]
magnitude: FLOAT | Measured extent of the magnitude type. This is only used for wind speeds and hail size. Wind speeds are in MPH; Hail sizes are in inches
event_begin_time: NUMBER | The date and time that the event began. Note that episodes and events may have different start and end times if multiple events occured in the same episode | eg=[1390881600000000, 1390885200000000]
event_id: TEXT | ID assigned by NWS to note a single, small part that goes into a specific storm episode; links the storm episode between the three files downloaded from SPC’s website | eg=["496852", "496845"]
event_longitude: FLOAT | The longitude where the event occurred (rounded to the hundredths in decimal degrees; includes an ‘-‘ if it’s W of the Prime Meridian)
event_azimuth: TEXT | 16-point compass direction from a particular village/city, airport, or inland lake, providing that the reference point is documented in the Storm Data software location database of > 130,000 locations.
tor_length: TEXT | Length of the tornado or tornado segment while on the ground (minimal of tenths of miles)

## NOAA_HISTORIC_SEVERE_STORMS.STORMS_1960
event_latitude: FLOAT | The latitude where the event occurred (rounded to the hundredths in decimal degrees; includes an ‘-‘ if it’s S of the Equator)
cz_name: TEXT | (County/Parish, Zone or Marine Name assigned to the county FIPS number or NWS Forecast Zone  NWS Forecast Zones are available as a BigQuery Public Dataset: bigquery-public-data.noaa_historic_severe_storms.nws_forecast_zones | eg=["MERRICK", "ADAMS"]
damage_property: NUMBER | The estimated amount of damage to property incurred by the weather event, in USD at the time of the event. Values are not adjusted for inflation  Note: Values listed as 0 do not necessarily mean that no property damage occurred as a result of the event | eg=[0, 250000]
magnitude: FLOAT | Measured extent of the magnitude type. This is only used for wind speeds and hail size.   Wind speeds are in MPH; Hail sizes are in inches | eg=[91.0, 85.0]
event_type: TEXT | The only events permitted in Storm Data are listed in Table 1 of Section 2.1.1 of NWS Directive 10-1605 at http://www.nws.noaa.gov/directives/sym/pd01016005curr.pdf. The chosen event type is the one that most accurately describes the meteorological event leading to fatalities, injuries, damage, etc. However, significant events, such as tornadoes, having no impact or causing no damage, are also included in Storm Data. | eg=["thunderstorm wind", "tornado"]
state: TEXT | The full text state name where the event occurred | eg=["Ne", "Ok"]
event_id: TEXT | ID assigned by NWS to note a single, small part that goes into a specific storm episode; links the storm episode between the three files downloaded from SPC’s website | eg=["10071755", "10071700"]
location_index: TEXT | Number assigned by NWS to specific locations within the same Storm event. Each event’s sequentially increasing location index number will have a corresponding lat/lon point
reference_location: TEXT | Reference location of the center from which the range is calculated and the azimuth is determined
cz_type: TEXT | Indicates whether the event happened in   - C: County/Parish  - Z: NWS zone  - M: Marine | eg=["C"]
damage_crops: NUMBER | The estimated amount of damage to crops incurred by the weather event, in USD at the time of the storm. Values are not adjusted for inflation  Note: Values listed as 0 do not necessarily mean that no property damage occurred as a result of the event | eg=[0]
flood_cause: TEXT | Reported or estimated cause of the flood
event_longitude: FLOAT | The longitude where the event occurred (rounded to the hundredths in decimal degrees; includes an ‘-‘ if it’s W of the Prime Meridian)
event_azimuth: TEXT | 16-point compass direction from a particular village/city, airport, or inland lake, providing that the reference point is documented in the Storm Data software location database of > 130,000 locations.
injuries_indirect: NUMBER | The number of injuries indirectly related to the weather event | eg=[0]
wfo: TEXT | National Weather Service Forecast Office’s area of responsibility (County Warning Area) in which the event occurred
tor_length: TEXT | Length of the tornado or tornado segment while on the ground (minimal of tenths of miles) | eg=["0.0", "10.4"]
source: TEXT | Source reporting the weather event  Note: This can be any entry. Values are not restricted to specific categories
event_point: BINARY | Geographic representation of the event_longitude and latitude
tor_f_scale: TEXT | Enhanced Fujita Scale describes the strength of the tornado based on the amount and type of damage caused by the tornado. The F-scale of damage will vary in the destruction area; therefore, the highest value of the F-scale is recorded for each event.    - EF0 – Light Damage (40 – 72 mph)   - EF1 – Moderate Damage (73 – 112 mph)   - EF2 – Significant damage (113 – 157 mph)   - EF3 – Severe Damage (158 – 206 mph)   - EF4 – Devastating Damage (207 – 260 mph)   - EF5 – Incredible Damage (261 – 318 mph) | eg=["F3", "F2"]
event_timezone: TEXT | The time zone in which the event_begin_time and the event_end_time is recorded. | eg=["CST"]
tor_width: TEXT | Width of the tornado or tornado segment while on the ground (in feet) | eg=["0", "400"]
injuries_direct: NUMBER | The number of injuries directly related to the weather event | eg=[0]
event_begin_time: NUMBER | The date and time that the event began. Note that episodes and events may have different start and end times if multiple events occured in the same episode | eg=[-298952340000000, -301203000000000]
episode_id: TEXT | ID assigned by NWS to denote the storm episode; links the event details file with the information within location file
tor_other_wfo: TEXT | Indicates the continuation of a tornado segment as it crossed from one National Weather Service Forecast Office to another. The subsequent WFO identifier is provided within this field.
deaths_indirect: NUMBER | The number of deathes indirectly related to the weather event | eg=[0]
deaths_direct: NUMBER | The number of deathes directly related to the weather event | eg=[0]
event_range: FLOAT | A hydro-meteorological event will be referenced, minimally, to the nearest tenth of a mile, to the geographical center (not from the village/city boundaries or limits) of a particular village/city, airport, or inland lake, providing that the reference point is documented in the Storm Data software location database.
cz_fips_code: TEXT | Unique FIPS code identifier assigned to each county.   State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.counties_2016  The geographic polygons that define the perimeter of each state are available as a BigQuery Public Dataset: bigquery-public-data.geo_us_boundaries.us_counties | eg=["121", "1"]
state_fips_code: TEXT | Unique FIPS code identifier assigned to each state.   State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.states_2016  The geographic polygons that define the perimeter of each state are available as a BigQuery Public Dataset: bigquery-public-data.geo_us_boundaries.us_states | eg=["31", "40"]
event_end_time: NUMBER | The date and time that the event ended. Note that episodes and events may have different start and end times if multiple events occured in the same episode | eg=[-298952340000000, -301203000000000]
magnitude_type: TEXT | Differentiates between the type of mangitude measured.    - EG = Wind Estimated Gust  - ES = Estimated Sustained Wind  - MS = Measured Sustained Wind  - MG = Measured Wind Gust  No magnitude type is included for hail

## NOAA_HISTORIC_SEVERE_STORMS.STORMS_1998
damage_crops: NUMBER | The estimated amount of damage to crops incurred by the weather event, in USD at the time of the storm. Values are not adjusted for inflation  Note: Values listed as 0 do not necessarily mean that no property damage occurred as a result of the event | eg=[0]
reference_location: TEXT | Reference location of the center from which the range is calculated and the azimuth is determined
event_type: TEXT | The only events permitted in Storm Data are listed in Table 1 of Section 2.1.1 of NWS Directive 10-1605 at http://www.nws.noaa.gov/directives/sym/pd01016005curr.pdf. The chosen event type is the one that most accurately describes the meteorological event leading to fatalities, injuries, damage, etc. However, significant events, such as tornadoes, having no impact or causing no damage, are also included in Storm Data. | eg=["avalanche"]
source: TEXT | Source reporting the weather event  Note: This can be any entry. Values are not restricted to specific categories | eg=["LAW ENFORCEMENT", "NWS EMPLOYEE(OFF DUTY)"]
tor_length: TEXT | Length of the tornado or tornado segment while on the ground (minimal of tenths of miles)
event_latitude: FLOAT | The latitude where the event occurred (rounded to the hundredths in decimal degrees; includes an ‘-‘ if it’s S of the Equator)
injuries_indirect: NUMBER | The number of injuries indirectly related to the weather event | eg=[0]
flood_cause: TEXT | Reported or estimated cause of the flood
tor_width: TEXT | Width of the tornado or tornado segment while on the ground (in feet)
deaths_indirect: NUMBER | The number of deathes indirectly related to the weather event | eg=[0]
event_range: FLOAT | A hydro-meteorological event will be referenced, minimally, to the nearest tenth of a mile, to the geographical center (not from the village/city boundaries or limits) of a particular village/city, airport, or inland lake, providing that the reference point is documented in the Storm Data software location database.
tor_other_wfo: TEXT | Indicates the continuation of a tornado segment as it crossed from one National Weather Service Forecast Office to another. The subsequent WFO identifier is provided within this field.
episode_id: TEXT | ID assigned by NWS to denote the storm episode; links the event details file with the information within location file | eg=["1068448", "2072239"]
event_end_time: NUMBER | The date and time that the event ended. Note that episodes and events may have different start and end times if multiple events occured in the same episode | eg=[889894800000000, 885133800000000]
event_timezone: TEXT | The time zone in which the event_begin_time and the event_end_time is recorded. | eg=["MST", "PST"]
cz_fips_code: TEXT | Unique FIPS code identifier assigned to each county.   State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.counties_2016  The geographic polygons that define the perimeter of each state are available as a BigQuery Public Dataset: bigquery-public-data.geo_us_boundaries.us_counties | eg=["8", "15"]
cz_name: TEXT | (County/Parish, Zone or Marine Name assigned to the county FIPS number or NWS Forecast Zone  NWS Forecast Zones are available as a BigQuery Public Dataset: bigquery-public-data.noaa_historic_severe_storms.nws_forecast_zones | eg=["W SUMMIT T NW/SE SALT LAKE/WASATCH X SC/E UTAH/P X E JUAB/X NW SAN PETE", "GALLATIN/MADISON"]
magnitude_type: TEXT | Differentiates between the type of mangitude measured. - EG = Wind Estimated Gust  - ES = Estimated Sustained Wind  - MS = Measured Sustained Wind  - MG = Measured Wind Gust  No magnitude type is included for hail
location_index: TEXT | Number assigned by NWS to specific locations within the same Storm event. Each event’s sequentially increasing location index number will have a corresponding lat/lon point | eg=["1"]
tor_f_scale: TEXT | Enhanced Fujita Scale describes the strength of the tornado based on the amount and type of damage caused by the tornado. The F-scale of damage will vary in the destruction area; therefore, the highest value of the F-scale is recorded for each event.    - EF0 – Light Damage (40 – 72 mph)   - EF1 – Moderate Damage (73 – 112 mph)   - EF2 – Significant damage (113 – 157 mph)   - EF3 – Severe Damage (158 – 206 mph)   - EF4 – Devastating Damage (207 – 260 mph)   - EF5 – Incredible Damage (261 – 318 mph)
magnitude: FLOAT | Measured extent of the magnitude type. This is only used for wind speeds and hail size. Wind speeds are in MPH; Hail sizes are in inches
damage_property: NUMBER | The estimated amount of damage to property incurred by the weather event, in USD at the time of the event. Values are not adjusted for inflation  Note: Values listed as 0 do not necessarily mean that no property damage occurred as a result of the event | eg=[50000, 0]
event_point: BINARY | Geographic representation of the event_longitude and latitude
cz_type: TEXT | Indicates whether the event happened in   - C: County/Parish  - Z: NWS zone  - M: Marine | eg=["Z"]
injuries_direct: NUMBER | The number of injuries directly related to the weather event | eg=[5, 0]
state: TEXT | The full text state name where the event occurred | eg=["Ut", "Mo"]
event_id: TEXT | ID assigned by NWS to note a single, small part that goes into a specific storm episode; links the storm episode between the three files downloaded from SPC’s website | eg=["5666694", "5628077"]
deaths_direct: NUMBER | The number of deathes directly related to the weather event | eg=[0, 1]
state_fips_code: TEXT | Unique FIPS code identifier assigned to each state. State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.states_2016  The geographic polygons that define the perimeter of each state are available as a BigQuery Public Dataset: bigquery-public-data.geo_us_boundaries.us_states | eg=["49", "30"]
event_azimuth: TEXT | 16-point compass direction from a particular village/city, airport, or inland lake, providing that the reference point is documented in the Storm Data software location database of > 130,000 locations.
event_begin_time: NUMBER | The date and time that the event began. Note that episodes and events may have different start and end times if multiple events occured in the same episode | eg=[889880400000000, 885133800000000]
wfo: TEXT | National Weather Service Forecast Office’s area of responsibility (County Warning Area) in which the event occurred | eg=["SLC", "TFX"]
event_longitude: FLOAT | The longitude where the event occurred (rounded to the hundredths in decimal degrees; includes an ‘-‘ if it’s W of the Prime Meridian)

## NOAA_HISTORIC_SEVERE_STORMS.STORMS_1950
cz_type: TEXT | "Indicates whether the event happened in   - C: County/Parish  - Z: NWS zone  - M: Marine" | eg=["C"]
tor_other_wfo: TEXT | Indicates the continuation of a tornado segment as it crossed from one National Weather Service Forecast Office to another. The subsequent WFO identifier is provided within this field.
tor_width: TEXT | Width of the tornado or tornado segment while on the ground (in feet) | eg=["200", "33"]
event_range: FLOAT | A hydro-meteorological event will be referenced, minimally, to the nearest tenth of a mile, to the geographical center (not from the village/city boundaries or limits) of a particular village/city, airport, or inland lake, providing that the reference point is documented in the Storm Data software location database.
source: TEXT | "Source reporting the weather event  Note: This can be any entry. Values are not restricted to specific categories"
cz_fips_code: TEXT | "Unique FIPS code identifier assigned to each county.   State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.counties_2016  The geographic polygons that define the perimeter of each state are available as a BigQuery Public Dataset: bigquery-public-data.geo_us_boundaries.us_counties " | eg=["93", "77"]
event_end_time: NUMBER | The date and time that the event ended. Note that episodes and events may have different start and end times if multiple events occured in the same episode | eg=[-620901000000000, -615103200000000]
event_timezone: TEXT | The time zone in which the event_begin_time and the event_end_time is recorded. | eg=["CST"]
magnitude_type: TEXT | "Differentiates between the type of mangitude measured.    - EG = Wind Estimated Gust  - ES = Estimated Sustained Wind  - MS = Measured Sustained Wind  - MG = Measured Wind Gust  No magnitude type is included for hail"
cz_name: TEXT | "(County/Parish, Zone or Marine Name assigned to the county FIPS number or NWS Forecast Zone  NWS Forecast Zones are available as a BigQuery Public Dataset: bigquery-public-data.noaa_historic_severe_storms.nws_forecast_zones        " | eg=["COMANCHE", "LEHIGH"]
event_latitude: FLOAT | The latitude where the event occurred (rounded to the hundredths in decimal degrees; includes an ‘-‘ if it’s S of the Equator)
event_type: TEXT | The only events permitted in Storm Data are listed in Table 1 of Section 2.1.1 of NWS Directive 10-1605 at http://www.nws.noaa.gov/directives/sym/pd01016005curr.pdf. The chosen event type is the one that most accurately describes the meteorological event leading to fatalities, injuries, damage, etc. However, significant events, such as tornadoes, having no impact or causing no damage, are also included in Storm Data. | eg=["tornado"]
deaths_direct: NUMBER | The number of deathes directly related to the weather event | eg=[0]
event_azimuth: TEXT | 16-point compass direction from a particular village/city, airport, or inland lake, providing that the reference point is documented in the Storm Data software location database of > 130,000 locations.
injuries_direct: NUMBER | The number of injuries directly related to the weather event | eg=[0, 2]
tor_f_scale: TEXT | "Enhanced Fujita Scale describes the strength of the tornado based on the amount and type of damage caused by the tornado. The F-scale of damage will vary in the destruction area; therefore, the highest value of the F-scale is recorded for each event.    - EF0 – Light Damage (40 – 72 mph)   - EF1 – Moderate Damage (73 – 112 mph)   - EF2 – Significant damage (113 – 157 mph)   - EF3 – Severe Damage (158 – 206 mph)   - EF4 – Devastating Damage (207 – 260 mph)   - EF5 – Incredible Damage (261 – 318 mph)" | eg=["F1", "F2"]
event_id: TEXT | ID assigned by NWS to note a single, small part that goes into a specific storm episode; links the storm episode between the three files downloaded from SPC’s website | eg=["10120412", "10104927"]
damage_property: NUMBER | "The estimated amount of damage to property incurred by the weather event, in USD at the time of the event. Values are not adjusted for inflation  Note: Values listed as 0 do not necessarily mean that no property damage occurred as a result of the event" | eg=[25000, 2500]
state_fips_code: TEXT | "Unique FIPS code identifier assigned to each state.   State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.states_2016  The geographic polygons that define the perimeter of each state are available as a BigQuery Public Dataset: bigquery-public-data.geo_us_boundaries.us_states " | eg=["48", "42"]
state: TEXT | The full text state name where the event occurred | eg=["Te", "Pe"]
location_index: TEXT | Number assigned by NWS to specific locations within the same Storm event. Each event’s sequentially increasing location index number will have a corresponding lat/lon point
flood_cause: TEXT | Reported or estimated cause of the flood
deaths_indirect: NUMBER | The number of deathes indirectly related to the weather event | eg=[0]
episode_id: TEXT | ID assigned by NWS to denote the storm episode; links the event details file with the information within location file
event_longitude: FLOAT | The longitude where the event occurred (rounded to the hundredths in decimal degrees; includes an ‘-‘ if it’s W of the Prime Meridian)
damage_crops: NUMBER | "The estimated amount of damage to crops incurred by the weather event, in USD at the time of the storm. Values are not adjusted for inflation  Note: Values listed as 0 do not necessarily mean that no property damage occurred as a result of the event" | eg=[0]
tor_length: TEXT | Length of the tornado or tornado segment while on the ground (minimal of tenths of miles) | eg=["11.5", "12.9"]
wfo: TEXT | National Weather Service Forecast Office’s area of responsibility (County Warning Area) in which the event occurred
event_begin_time: NUMBER | The date and time that the event began. Note that episodes and events may have different start and end times if multiple events occured in the same episode | eg=[-620901000000000, -615103200000000]
reference_location: TEXT | Reference location of the center from which the range is calculated and the azimuth is determined
magnitude: FLOAT | "Measured extent of the magnitude type. This is only used for wind speeds and hail size.   Wind speeds are in MPH; Hail sizes are in inches" | eg=[0.0]
injuries_indirect: NUMBER | The number of injuries indirectly related to the weather event | eg=[0]
event_point: BINARY | Geographic representation of the event_longitude and latitude

## NOAA_HISTORIC_SEVERE_STORMS.STORMS_1977
reference_location: TEXT | Reference location of the center from which the range is calculated and the azimuth is determined
location_index: TEXT | Number assigned by NWS to specific locations within the same Storm event. Each event’s sequentially increasing location index number will have a corresponding lat/lon point
source: TEXT | Source reporting the weather event  Note: This can be any entry. Values are not restricted to specific categories
event_type: TEXT | The only events permitted in Storm Data are listed in Table 1 of Section 2.1.1 of NWS Directive 10-1605 at http://www.nws.noaa.gov/directives/sym/pd01016005curr.pdf. The chosen event type is the one that most accurately describes the meteorological event leading to fatalities, injuries, damage, etc. However, significant events, such as tornadoes, having no impact or causing no damage, are also included in Storm Data. | eg=["tornado", "hail"]
episode_id: TEXT | ID assigned by NWS to denote the storm episode; links the event details file with the information within location file
cz_fips_code: TEXT | Unique FIPS code identifier assigned to each county.   State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.counties_2016  The geographic polygons that define the perimeter of each state are available as a BigQuery Public Dataset: bigquery-public-data.geo_us_boundaries.us_counties | eg=["99", "59"]
tor_other_wfo: TEXT | Indicates the continuation of a tornado segment as it crossed from one National Weather Service Forecast Office to another. The subsequent WFO identifier is provided within this field.
injuries_indirect: NUMBER | The number of injuries indirectly related to the weather event | eg=[0]
event_point: BINARY | Geographic representation of the event_longitude and latitude
injuries_direct: NUMBER | The number of injuries directly related to the weather event | eg=[0]
state_fips_code: TEXT | Unique FIPS code identifier assigned to each state.   State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: bigquery-public-data.census_fips_codes.states_2016  The geographic polygons that define the perimeter of each state are available as a BigQuery Public Dataset: bigquery-public-data.geo_us_boundaries.us_states | eg=["8"]
magnitude_type: TEXT | Differentiates between the type of mangitude measured.    - EG = Wind Estimated Gust  - ES = Estimated Sustained Wind  - MS = Measured Sustained Wind  - MG = Measured Wind Gust  No magnitude type is included for hail
cz_type: TEXT | Indicates whether the event happened in   - C: County/Parish  - Z: NWS zone  - M: Marine | eg=["C"]
magnitude: FLOAT | Measured extent of the magnitude type. This is only used for wind speeds and hail size.   Wind speeds are in MPH; Hail sizes are in inches | eg=[0.0, 2.75]
event_id: TEXT | ID assigned by NWS to note a single, small part that goes into a specific storm episode; links the storm episode between the three files downloaded from SPC’s website | eg=["9987489", "9987492"]
event_begin_time: NUMBER | The date and time that the event began. Note that episodes and events may have different start and end times if multiple events occured in the same episode | eg=[231364800000000, 231881520000000]
tor_f_scale: TEXT | Enhanced Fujita Scale describes the strength of the tornado based on the amount and type of damage caused by the tornado. The F-scale of damage will vary in the destruction area; therefore, the highest value of the F-scale is recorded for each event.    - EF0 – Light Damage (40 – 72 mph)   - EF1 – Moderate Damage (73 – 112 mph)   - EF2 – Significant damage (113 – 157 mph)   - EF3 – Severe Damage (158 – 206 mph)   - EF4 – Devastating Damage (207 – 260 mph)   - EF5 – Incredible Damage (261 – 318 mph) | eg=["F1"]
damage_property: NUMBER | The estimated amount of damage to property incurred by the weather event, in USD at the time of the event. Values are not adjusted for inflation  Note: Values listed as 0 do not necessarily mean that no property damage occurred as a result of the event | eg=[0]
cz_name: TEXT | (County/Parish, Zone or Marine Name assigned to the county FIPS number or NWS Forecast Zone  NWS Forecast Zones are available as a BigQuery Public Dataset: bigquery-public-data.noaa_historic_severe_storms.nws_forecast_zones | eg=["PROWERS", "JEFFERSON"]
tor_length: TEXT | Length of the tornado or tornado segment while on the ground (minimal of tenths of miles) | eg=["0.1", "0.0"]
event_timezone: TEXT | The time zone in which the event_begin_time and the event_end_time is recorded. | eg=["CST"]
event_longitude: FLOAT | The longitude where the event occurred (rounded to the hundredths in decimal degrees; includes an ‘-‘ if it’s W of the Prime Meridian)
deaths_indirect: NUMBER | The number of deathes indirectly related to the weather event | eg=[0]
