[TABLES]
## FDA_FOOD.FOOD_EVENTS
products_role: TEXT | NULL | eg=["SUSPECT", "CONCOMITANT"]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[144.563426, 144.7999634]
functional_status: TEXT | Current functional status | eg=["S"]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["66"]
blockgroup_ce: TEXT | Current block group number | eg=["0", "1"]
tract_ce: TEXT | Current Census tract code | eg=["990000", "952700"]
area_land_meters: NUMBER | Current land area | eg=[0, 594792]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["010"]
area_water_meters: NUMBER | Current water area | eg=[917696860, 0]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 0", "Block Group 1"]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[13.448065, 13.4618845]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xeav\\xf6\\x95\\x07\\x12b@\\xe9\\xf6\\x92\\xc6h\\xe5*@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xe7\\x1f\\xd8L\\x99\\x19b@\\x02\\x0f\\x0c |\\xec*@')"]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["660109900000", "660109527001"]
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x19\\x00\\x00\\x00`\\x02\\x00\\x00\\xe7v\\xf6\\x95\\x07\\x12b@\\xe8\\xf6\\x92\\xc6h\\xe5*@\"u\\x02\\x9a\\x08\\x12b@\\x008\\xbd\\x8b\\xf7\\xe3*@K\\x95\\xef\\x19\\t\\x12b@F\\xf2\\\\\\xdf\\x87\\xe3*@~\\xe5Az\\n\\x12b@Y\\x07\\xce\\x19Q\\xe2*@k\\xb93\\x13\\x0c\\x12b@\\xc7*l\\x06\\xb8\\xe0*@$.\\xc7+\\x10\\x12b@\\xf9%\\xa9L1\\xdf*@M4\\x0f`\\x11\\x12b@\\xbba\\xdb\\xa2\\xcc\\xde*@\\xba\\xdb\\xf5\\xd2\\x14\\x12b@\\x1e\\xd7M)\\xaf\\xdd*@\\nL\\xa7u\\x1b\\x12b@\\xa4gA(\\xef\\xdb*@\\x08^\\xf4\\x15$\\x12b@\\x9a!\\x1c\\xb3\\xec\\xd9*@\\xb3}\\xc8[.\\x12b@\\x9f\\x03\\xcb\\x112\\xd8*@Qm7\\xc17\\x12b@\\x8aIF\\xce\\xc2\\xd6*@\"\\xad\\xf8\\x86B\\x12b@2j\\x85\\xe9{\\xd5*@\\x13+\\xa3\\x91O\\x12b@-\\x16\\x86\\xc8\\xe9\\xd3*@b\\xe1\\xebk]\\x12b@\\x88c${\\x84\\xd2*@o\\xac\\x8b\\xdbh\\x12b@6m\\x8d\\x08\\xc6\\xd1*@\\x04{\\x13Cr\\x12b@Vu\\x1d\\xaa)\\xd1*@\\x87\\x19\\x1aO\\x84\\x12b@\\x8b\\x975\\xb1\\xc0\\xcf*@\\xeay7\\x16\\x94\\x12b@\\xb3\\x1d\\x1a\\x16\\xa3\\xce*@(\\xf2$\\xe9\\x9a\\x12b@\\x89C6\\x90.\\xce*@\\x1f\\xdf\\xa5\\xd4\\xa5\\x12b@\\xddVA\\x0ct\\xcd*@\\x10\\xee\\x95y\\xab\\x12b@\\xf4\\xc2\\x9d\\x0b#\\xcd*@\\x10\\x0b|E\\xb7\\x12b@\\xc8\\x01\\x829z\\xcc*@#\\xfe(\\xea\\x...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xb0\\x00\\x00\\x00\\rsI\\xd5v\\x19b@\\xe9\\xaf\\x1e\\xf7\\xad\\xee*@U9\\xb4\\xc8v\\x19b@p\\x07\\xb13\\x85\\xee*@\\xed\\x0f\\x94\\xdbv\\x19b@r\\xba\\xf3\\xc4s\\xee*@j\\xa4\\xa5\\xf2v\\x19b@\\xe1Ws\\x80`\\xee*@|\\x0f\\x97\\x1cw\\x19b@\\xa9\\xd8_vO\\xee*@d\\xcd\\xc8 w\\x19b@\\x03\\x8c\\xf5\\rL\\xee*@\\rY\\xa4\\x89w\\x19b@j(|\\xb6\\x0e\\xee*@:\\x06d\\xafw\\x19b@\\x92\\\\\\xfeC\\xfa\\xed*@\\xe3\\x1e\\x12\\xbew\\x19b@~8H\\x88\\xf2\\xed*@\\xddG5\\xecw\\x19b@\\x01\\x9a\\xcf\\xb9\\xdb\\xed*@]\\xdcF\\x03x\\x19b@pT5A\\xd4\\xed*@\\xab\\xec\\xbb\"x\\x19b@\\xcb-\\xad\\x86\\xc4\\xed*@o\\xbae\\x87x\\x19b@\\x8b\\xca\\x865\\x95\\xed*@\\x81%W\\xb1x\\x19b@F\\xd1\\x03\\x1f\\x83\\xed*@\\xe0\\xa0\\xbd\\xfax\\x19b@vO\\x1e\\x16j\\xed*@\\xad\\x8fN]y\\x19b@\\xefy\\xfe\\xb4Q\\xed*@M\\xfaB\\xc8y\\x19b@\\x05\\xf1H\\xbc<\\xed*@\\xf4;\\x14\\x05z\\x19b@n1?74\\xed*@_\\xd8aLz\\x19b@V\\r\\x89{,\\xed*@z\\x8d]\\xa2z\\x19b@\\x8fR\\xd0\\xed%\\xed*@t\\xb6\\x80\\xd0z\\x19b@\\xad\\xd3\\x0f\\xea\"\\xed*@\\xc3\\xdc\\xb5\\x84|\\x19b@\\x8cn\\xbd\\xa6\\x07\\xed*@\\x81\\xd3\\x82\\x17}\\x19b@\\xe7\\xf1{\\x9b\\xfe\\xec*@\\xf8\\x03\\xe5\\xb6}\\x19b@\\x88d\\xc8\\xb1\\xf5\\xec..."]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_35
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x01\\x0b\\x00\\x00:\\xf0\\xf8\\xf6\\xaeXZ\\xc0\\t\\xd8\\x0eF\\xec\\x05B@\\xabc#\\x10\\xafXZ\\xc0\\x9c\\x9c\\xa1\\xb8\\xe3\\x05B@qt\\x95\\xee\\xaeXZ\\xc0\\xf8\\xfe\\x06\\xed\\xd5\\x05B@\\xb1:\\x00\\xe2\\xaeXZ\\xc0\\x0b:!t\\xd0\\x05B@^\\xe0\\x80\\x96\\xaeXZ\\xc0\\xce\\x1a\\xbc\\xaf\\xca\\x05B@\\xd1\\xb0\\x18u\\xadXZ\\xc0;\\xffv\\xd9\\xaf\\x05B@M\\xa9\\xd9\\x03\\xadXZ\\xc0sD\\xbeK\\xa9\\x05B@\\x07&7\\x8a\\xacXZ\\xc0\\xe8\\x87\\x11\\xc2\\xa3\\x05B@k\\xdc)\\x1d\\xacXZ\\xc0_\\x88\\x9c\\xbe\\x9e\\x05B@\\xdd\\x83\\x9e\\xcd\\xaaXZ\\xc0\\xa8\\xe31\\x03\\x95\\x05B@\\xd4\\xbf\\xb2\\xd2\\xa4XZ\\xc0\\xa2\\x03\\x92\\xb0o\\x05B@\\xec\\xa5)\\x02\\x9cXZ\\xc0\\xc3x\\xcd\\xab:\\x05B@M0\\x9ck\\x98XZ\\xc0\\xf1Z\\t\\xdd%\\x05B@\\xf4\\xfe?N\\x98XZ\\xc09;\\x19\\x1c%\\x05B@\\xadl\\x1f\\xf2\\x96XZ\\xc0\\xd2\\xbc\\xe3\\x14\\x1d\\x05B@0e\\xe0\\x80\\x96XZ\\xc0\\xc7\\xaa\\x087\\x19\\x05B@\\xe2\\xd2\\xbf$\\x95XZ\\xc07en\\xbe\\x11\\x05B@&9`W\\x93XZ\\xc0\\xa6\\x1f\\xd4E\\n\\x05B@V\\x16\\x13\\x9b\\x8fXZ\\xc0\\x10\\x85\\x96u\\xff\\x04B@NG\\x007\\x8bXZ\\xc0<c_\\xb2\\xf1\\x04B@\\xb8\\xeet\\xe7\\x89XZ\\xc0\\xafrh\\x91\\xed\\x04B@\\t\\xe9)r\\x88XZ\\xc0\\xd4\\x18tB\\xe8\\...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xa3\\t\\x00\\x00\\x89\\xef\\xc4\\xac\\x17=Z\\xc0\\x9d\\x80&\\xc2\\x86OA@\\x8c5\\xea!\\x1a=Z\\xc0\\xa3\\xa5\\xf2v\\x84OA@L\\xae\\xf0.\\x17=Z\\xc0\\x9cc@\\xf6zOA@\\x85\\xf37\\xa1\\x10=Z\\xc0\\x9cFZ*oOA@\\xfb\"\\xa1-\\xe7<Z\\xc0\\xd8\\xfa\"\\xa1-OA@\\xb0zNz\\xdf<Z\\xc0\\xf9\\xb3\\x1f)\"OA@\\x1dK\\xe6X\\xde<Z\\xc0G\\x85\\xb1\\x85 OA@\\xad\\x17C9\\xd1<Z\\xc0;\\x01M\\x84\\rOA@\\xf4\\xa6\"\\x15\\xc6<Z\\xc0\\xdd\\xabV&\\xfcNA@\\xae\\x02CV\\xb7<Z\\xc0\\xbb\\x9b\\xa7:\\xe4NA@\\x948\\xb9\\xdf\\xa1<Z\\xc0&\\xc7\\x9d\\xd2\\xc1NA@\\x91\\xd5\\xad\\x9e\\x93<Z\\xc0\\xfa\\x91\"2\\xacNA@R\\x14\\xe8\\x13y<Z\\xc0\\x83QI\\x9d\\x80NA@\\xfc\\xe3\\xbdje<Z\\xc0P\\xda\\x1b|aNA@\\xd1\\x99B\\xe75<Z\\xc0\\x89q\\xfe&\\x14NA@\\xe5i\\x87\\xbf&<Z\\xc0$r\\xc1\\x19\\xfcMA@\\xc3\\x15\\xde\\xe5\"<Z\\xc0\\xc2|y\\x01\\xf6MA@\\x00\\x00\\x00\\x00\\x00<Z\\xc0\\xb6\\xa1b\\x9c\\xbfMA@\\x8c\\x1aL\\xc3\\xf0;Z\\xc0\\xbd\\x8cb\\xb9\\xa5MA@\\xa4\\xaa\\t\\xa2\\xee;Z\\xc0X/\\x86r\\xa2MA@\\x87\\x1e\\xbf\\xb7\\xe9;Z\\xc0\\xdfE_A\\x9aMA@\\xc5B\\xadi\\xde;Z\\xc0\\xaf\\xeb\\x17\\xec\\x86MA@\\xf6EB[\\xce;Z\\xc0C/\\xa3XnMA@\\x04\\x98\\xc0\\xad\\xbb;Z\\xc05\\x8eX\\x8bOMA@\\xe7\\xcc\\..."]
area_land_meters: NUMBER | Current land area | eg=[365092867, 4017748767]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-105.2804485, -104.5017512]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["350339552001", "350199616001"]
functional_status: TEXT | Current functional status | eg=["S"]
tract_ce: TEXT | Current Census tract code | eg=["955200", "961600"]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 1"]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["033", "019"]
area_water_meters: NUMBER | Current water area | eg=[43168, 2483966]
blockgroup_ce: TEXT | Current block group number | eg=["1"]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[36.1037756, 34.934709]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x96\\xedC\\xde\\xf2QZ\\xc0\\xb7\\x0f\\xd4\\x84H\\rB@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xa4\\xae\\x10\\xb1\\x1c Z\\xc0o#e\\x8b\\xa4wA@')"]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["35"]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_47
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x88]\\x80\";>V\\xc0\\x03\\xe9\\xac`e\\xe0A@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x96\\x9b\\xa8\\xa5\\xb97U\\xc0$W\\xfb\\x85h\\xb5A@')"]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 1"]
tract_ce: TEXT | Current Census tract code | eg=["961000", "960300"]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-88.9723593, -84.870706]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["470339610001", "471219603001"]
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x05\\x02\\x00\\x00I\\xd1\\xca\\xbd\\xc0AV\\xc07\\x8c\\x82\\xe0\\xf1\\xdfA@\\x98\\x88\\xb7\\xce\\xbfAV\\xc0\\x8f\\xd7\\x83I\\xf1\\xdfA@R^+\\xa1\\xbbAV\\xc0u&m\\xaa\\xee\\xdfA@\\xd0\\xb3Y\\xf5\\xb9AV\\xc0\\xccqn\\x13\\xee\\xdfA@\\x13\\xf1\\xd6\\xf9\\xb7AV\\xc0\\x85\\xc5\\xa8k\\xed\\xdfA@\\xf3lV}\\xaeAV\\xc0f\\xbf\\xeet\\xe7\\xdfA@\\\\\\xff\\xae\\xcf\\x9cAV\\xc0>\\xfc\\xfc\\xf7\\xe0\\xdfA@P\\x85?\\xc3\\x9bAV\\xc0\\xc8\\xcb\\x9aX\\xe0\\xdfA@={.S\\x93AV\\xc0\\xf5.\\xde\\x8f\\xdb\\xdfA@\\x1c$D\\xf9\\x82AV\\xc0\\xeb\\xb8\\xe1w\\xd3\\xdfA@I\\x9e\\xeb\\xfbpAV\\xc0\\xbf\\x04n\\xdd\\xcd\\xdfA@(\\x981\\x05kAV\\xc0?\\x8e\\xe6\\xc8\\xca\\xdfA@\\xb5\\x82\\xa6%VAV\\xc0\\x1bJ\\xedE\\xb4\\xdfA@k\\xb5\\x87\\xbdPAV\\xc0\\x0b\\xe3n\\x10\\xad\\xdfA@\\xbc\"\\xf8\\xdfJAV\\xc0\\xc2I\\x9a?\\xa6\\xdfA@p\\x07\\xea\\x94GAV\\xc0X/\\x86r\\xa2\\xdfA@\\x1b(\\xf0N>AV\\xc0\\xfc=\\xb1N\\x95\\xdfA@/\\xfbu\\xa7;AV\\xc0\\xb4-\\xcal\\x90\\xdfA@\\x1d\\xaa)\\xc9:AV\\xc03\\xeb\\x8c\\xef\\x8b\\xdfA@\\xfa\\xd3Fu:AV\\xc0\\x14\\x19\\x1d\\x90\\x84\\xdfA@Ob\\x10X9AV\\xc0p\\x98h\\x90\\x82\\xdfA@\\x91\\x9f\\x8d\\\\7AV\\xc0\\x9fPO\\x1f\\x81\\xdfA@[^\\xb9\\xde6AV\\xc0_a\\xc1\\xfd...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xfa\\x03\\x00\\x00\\x84I\\xf1\\xf1\\t<U\\xc0\\xcfa\\xbe\\xbc\\x00\\xb7A@\\xb3\\xcd\\x8d\\xe9\\t<U\\xc0l8,\\r\\xfc\\xb6A@q\\xde\\xff\\xc7\\t<U\\xc0\\xa3\\xe1\\x94\\xb9\\xf9\\xb6A@T\\xdf\\xf9E\\t<U\\xc0\\x95F\\xcc\\xec\\xf3\\xb6A@ \\x9e%\\xc8\\x08<U\\xc0\\xef\\xf9a\\x84\\xf0\\xb6A@\\x8aT\\x18[\\x08<U\\xc0\\xc6\\x9a\\x91A\\xee\\xb6A@g\\x98\\xdaR\\x07<U\\xc0\\x87G\\xe2\\xe5\\xe9\\xb6A@\\xcc\\x91\\x95_\\x06<U\\xc0\\x97]0\\xb8\\xe6\\xb6A@2\\xa5\\xf5\\xb7\\x04<U\\xc0[\\xc7\\xb8\\xe2\\xe2\\xb6A@\\xb6\\xd1\\x00\\xde\\x02<U\\xc0\\xd3\\x93\\xf9G\\xdf\\xb6A@\\nF%u\\x02<U\\xc0i\\x11QL\\xde\\xb6A@\\xd0{c\\x08\\x00<U\\xc0-&6\\x1f\\xd7\\xb6A@\\xee\\xae\\xb3!\\xff;U\\xc0|_\\\\\\xaa\\xd2\\xb6A@\\xddw\\x0c\\x8f\\xfd;U\\xc0\\xb5\\xa4\\xa3\\x1c\\xcc\\xb6A@\\x96\\xcbF\\xe7\\xfc;U\\xc0\\xe1\\xd3\\x9c\\xbc\\xc8\\xb6A@\\x90(\\xb4\\xac\\xfb;U\\xc0@Dj\\xda\\xc5\\xb6A@h\\xc9\\xe3i\\xf9;U\\xc0\\x1f\\nfL\\xc1\\xb6A@:\\xad\\xdb\\xa0\\xf6;U\\xc0\\xef\\xb9\\x13\\xec\\xbf\\xb6A@\\xad\\x88\\x9a\\xe8\\xf3;U\\xc0\\x9c\\x93\\xde7\\xbe\\xb6A@\\x1e\\x16jM\\xf3;U\\xc0W\\xe7\\x18\\x90\\xbd\\xb6A@\\xcc\\xef4\\x99\\xf1;U\\xc0\\xd0\\x7f\\x0f^\\xbb\\xb6A@I_\\x089\\xef;U\\xc0\\x11\\..."]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[35.7530938, 35.4172523]
area_water_meters: NUMBER | Current water area | eg=[19420, 3733365]
blockgroup_ce: TEXT | Current block group number | eg=["1"]
functional_status: TEXT | Current functional status | eg=["S"]
area_land_meters: NUMBER | Current land area | eg=[31975837, 71026188]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["47"]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["033", "121"]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_09
area_land_meters: NUMBER | Current land area | eg=[0, 5666636]
blockgroup_geom: BINARY | Geographical representation of the polygon that defines the perimeter of the block group. This column should be used as the GEO column for visualization in BigQuery Geo Viz | eg=["bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00O\\x01\\x00\\x00<\\xf9\\xf4\\xd8\\x96iR\\xc0Q\\xa3\\x90dV}D@\\xda\\xc9\\xe0(yiR\\xc0\\x13\\xc9W\\x02)}D@_X\\xfe|[iR\\xc0\\xd6\\xee\\x1e\\xa0\\xfb|D@Y\\xf6$\\xb09gR\\xc0l\\x08\\x8e\\xcb\\xb8yD@_\\xcd\\x01\\x829gR\\xc0\\x18\\xae\\x0e\\x80\\xb8yD@\\x1bfh<\\x11gR\\xc0\\xdf\\xb9\\xf7p\\xc9yD@\\x97\\xfcO\\xfe\\xeefR\\xc0\\xcc\\x03X\\xe4\\xd7yD@^\\x9b\\x8d\\x95\\x98fR\\xc0\\x83F\\xb0q\\xfdyD@\\xa4\\xdc}\\x8e\\x8ffR\\xc0/PR`\\x01zD@#c\\xb5\\xf9\\x7ffR\\xc0\\xa8m\\xc3(\\x08zD@\\xa3\\xe9\\xecdpfR\\xc0P\\x0f\\xd1\\xe8\\x0ezD@\\xbf\\xf2 =EfR\\xc0\\xeab\\xd3J!zD@\\xb4pY\\x85\\xcdeR\\xc0!m\\xe3OTzD@*P\\x8b\\xc1\\xc3eR\\xc0\\rf\\x13`XzD@_\\x9b\\x8d\\x95\\x98eR\\xc0\\xf2V]\\x87jzD@\\x1b\\xb3\\xecI`eR\\xc0\\xf3\\x90)\\x1f\\x82zD@\\r4\\x9fs\\xb7dR\\xc0\\x916U\\xf7\\xc8zD@\\xb3\\t0,\\x7fdR\\xc0b\\xec\\x84\\x97\\xe0zD@\\xde\\xe4\\xb7\\xe8ddR\\xc0\\xdcm\\x17\\x9a\\xebzD@`vO\\x1e\\x16dR\\xc0\\x10n2\\xaa\\x0c{D@s\\x0f\\t\\xdf\\xfbcR\\xc0Xk(\\xb5\\x17{D@:\\x936U\\xf7cR\\xc0\\x8cx\\xb2\\x9b\\x19{D@\\xa5`\\x8d\\xb3\\xe9cR\\xc0+\\xa0PO\\x1f{D@T\\xa2\\xec-\\xe5cR\\xc0/)>>!{D@%\\xe4\\x83\\x9e\\xcdcR\\xc0+\\xbd6\\x1b+{D@\\x7fg{\\xf4\\x86cR\\xc...", "bytearray(b'\\x01\\x03\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\xa3\\x00\\x00\\x00PU\\xa1\\x81X\\x15R\\xc0\\xae\\x04Rb\\xd7\\xa2D@L4H\\xc1S\\x15R\\xc0\\xa6Z\\x0b\\xb3\\xd0\\xa2D@#\\xd5w~Q\\x15R\\xc0H\\xbaf\\xf2\\xcd\\xa2D@\\xe33\\xd9?O\\x15R\\xc0\\x02v5y\\xca\\xa2D@Z\\xb2*\\xc2M\\x15R\\xc0\\xa4\\xd5\\x90\\xb8\\xc7\\xa2D@\\x85\\x934\\x7fL\\x15R\\xc0\\x00U\\xdc\\xb8\\xc5\\xa2D@\\xd30|DL\\x15R\\xc0\\n\\x03\\x96\\\\\\xc5\\xa2D@D\\xf2\\x95@J\\x15R\\xc0\\xea\\x94G7\\xc2\\xa2D@9\\x92\\xcb\\x7fH\\x15R\\xc0\\x08\\x16\\x873\\xbf\\xa2D@\\xb2\\x10\\x1d\\x02G\\x15R\\xc0\\xaau\\xe2r\\xbc\\xa2D@\\xef\\x90b\\x80D\\x15R\\xc0\\xac\\x11\\xc18\\xb8\\xa2D@+\\x11\\xa8\\xfeA\\x15R\\xc0\\xa9\\xf0gx\\xb3\\xa2D@=\\xb0\\xe3\\xbf@\\x15R\\xc0\\x17\\x0f\\xef9\\xb0\\xa2D@E\\xefT\\xc0=\\x15R\\xc0\\xc6\\xec,z\\xa7\\xa2D@W\\x8e\\x90\\x81<\\x15R\\xc0f+/\\xf9\\x9f\\xa2D@L.\\xc6\\xc0:\\x15R\\xc0\\x96*Q\\xf6\\x96\\xa2D@\\xfa\\xed\\xeb\\xc09\\x15R\\xc0\\xc1)s\\xf3\\x8d\\xa2D@A\\xce\\xfb\\xff8\\x15R\\xc0\\xf6\\xe5\\xccv\\x85\\xa2D@\\x8a\\xae\\x0b?8\\x15R\\xc0\\xb8\\xc6g\\xb2\\x7f\\xa2D@\\xef\\x8d!\\x008\\x15R\\xc0\\xbbbFx{\\xa2D@l\\xaf\\x05\\xbd7\\x15R\\xc0gp[[x\\xa2D@\\xb4up\\xb07\\x15R\\xc0\\x927\\xc0\\xccw\\xa2D@\\xd2\\x8e\\x1b..."]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[41.0600924, 41.2546899]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
functional_status: TEXT | Current functional status | eg=["S"]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["001", "011"]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xfbLQ\\x89\\xc6RR\\xc0|^\\x96\\x1b\\xb1\\x87D@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\x80\\xc3\\xfa\\xf5y\\x0eR\\xc0\\x8f\\x8f\\xbb\\xad\\x99\\xa0D@')"]
tract_ce: TEXT | Current Census tract code | eg=["990000", "990100"]
blockgroup_ce: TEXT | Current block group number | eg=["0", "1"]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 0", "Block Group 1"]
internal_point_lon: FLOAT | Longitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[-73.2933677, -72.2261939]
state_fips_code: TEXT | Two digit FIPS code that uniquely identifies each state. See https://www.census.gov/geo/reference/ansi_statetables.html for more information State names and their corresponding FIPS codes are available as a BigQuery Public Dataset: `bigquery-public-data.census_utility.fips_codes_states` | eg=["09"]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["090019900000", "090119901000"]
area_water_meters: NUMBER | Current water area | eg=[424164840, 87264461]

## GEO_CENSUS_BLOCKGROUPS.BLOCKGROUPS_41
functional_status: TEXT | Current functional status | eg=["S"]
area_water_meters: NUMBER | Current water area | eg=[2286340, 5537072]
county_fips_code: TEXT | Four-digit county FIPS code. County names and their corresponding FIPS codes can be found in BigQuery: `bigquery-public-data.census_utility.fips_codes_all` | eg=["027", "055"]
mtfcc_feature_class_code: TEXT | MAF/TIGER feature class code (G5030) | eg=["G5030"]
blockgroup_ce: TEXT | Current block group number | eg=["1", "2"]
area_land_meters: NUMBER | Current land area | eg=[135345742, 1365640894]
geo_id: TEXT | Unique identifier for each block group. Census block group identifier; a concatenation of the current state FIPS code, county FIPS code, census tract code, and block group number. | eg=["410279504001", "410559501001"]
lsad_name: TEXT | Current translated legal/statistical area description and the block group number | eg=["Block Group 1", "Block Group 2"]
internal_point_lat: FLOAT | Latitude of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=[45.6372768, 45.2962888]
internal_point_geom: BINARY | Geographical representation of the block group's internal point, which is the point at or closest to the block group's geographic center | eg=["bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xc6\\xf3\\x19Po^^\\xc0\\xf1?CI\\x92\\xd1F@')", "bytearray(b'\\x01\\x01\\x00\\x00\\x00\\xd2\\x9c\\x06V\\x9f-^\\xc0\\xe6\\x15\\x99\\xca\\xec\\xa5F@')"]
